Identity,Bloc,Trt,Wound,Strain,Initial_Mass,Initial_Number,Initial_Mean,group,Time,Growth_Acc,Times
27-Can9ConNon-B9,B9,Con,Non,Can,4004,10,400.4,Non Con,11,465.30000000000007,11
27-Can9ConNon-B9,B9,Con,Non,Can,4004,10,400.4,Non Con,14,661.6,14
27-Can9ConNon-B9,B9,Con,Non,Can,4004,10,400.4,Non Con,16,661.6999999999999,16
27-Can9ConNon-B9,B9,Con,Non,Can,4004,10,400.4,Non Con,18,638.5000000000001,18
27-Can9ConNon-B9,B9,Con,Non,Can,4004,10,400.4,Non Con,2,75.20000000000005,2
27-Can9ConNon-B9,B9,Con,Non,Can,4004,10,400.4,Non Con,4,217.20000000000005,4
27-Can9ConNon-B9,B9,Con,Non,Can,4004,10,400.4,Non Con,7,246.60000000000002,7
27-Can9ConNon-B9,B9,Con,Non,Can,4004,10,400.4,Non Con,9,381.1,9
27-Gre10BacSer-B10,B10,Bac,Ser,Gre,5357,10,535.7,Ser Bac,11,462,11
27-Gre10BacSer-B10,B10,Bac,Ser,Gre,5357,10,535.7,Ser Bac,14,489.5999999999999,14
27-Gre10BacSer-B10,B10,Bac,Ser,Gre,5357,10,535.7,Ser Bac,16,584.7,16
27-Gre10BacSer-B10,B10,Bac,Ser,Gre,5357,10,535.7,Ser Bac,18,624.3,18
27-Gre10BacSer-B10,B10,Bac,Ser,Gre,5357,10,535.7,Ser Bac,2,74.79999999999995,2
27-Gre10BacSer-B10,B10,Bac,Ser,Gre,5357,10,535.7,Ser Bac,4,134.69999999999993,4
27-Gre10BacSer-B10,B10,Bac,Ser,Gre,5357,10,535.7,Ser Bac,7,160.5,7
27-Gre10BacSer-B10,B10,Bac,Ser,Gre,5357,10,535.7,Ser Bac,9,400.0999999999999,9
27-Gre5ConSer-B5,B5,Con,Ser,Gre,5719,10,571.9,Ser Con,11,431.65555555555557,11
27-Gre5ConSer-B5,B5,Con,Ser,Gre,5719,10,571.9,Ser Con,14,514.6555555555557,14
27-Gre5ConSer-B5,B5,Con,Ser,Gre,5719,10,571.9,Ser Con,16,539.5444444444444,16
27-Gre5ConSer-B5,B5,Con,Ser,Gre,5719,10,571.9,Ser Con,18,561.7666666666668,18
27-Gre5ConSer-B5,B5,Con,Ser,Gre,5719,10,571.9,Ser Con,2,52,2
27-Gre5ConSer-B5,B5,Con,Ser,Gre,5719,10,571.9,Ser Con,4,99.60000000000002,4
27-Gre5ConSer-B5,B5,Con,Ser,Gre,5719,10,571.9,Ser Con,7,153.5,7
27-Gre5ConSer-B5,B5,Con,Ser,Gre,5719,10,571.9,Ser Con,9,286.5,9
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,6188,10,618.8,Ser Lev,11,247.70000000000005,11
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,6188,10,618.8,Ser Lev,14,340.1,14
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,6188,10,618.8,Ser Lev,16,292,16
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,6188,10,618.8,Ser Lev,18,131.20000000000005,18
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,6188,10,618.8,Ser Lev,2,43.700000000000045,2
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,6188,10,618.8,Ser Lev,4,74.40000000000009,4
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,6188,10,618.8,Ser Lev,7,84.10000000000002,7
27-Gre7LevSer-B7,B7,Lev,Ser,Gre,6188,10,618.8,Ser Lev,9,199,9
27-Ita1BacNon-B1,B1,Bac,Non,Ita,5149,10,514.9,Non Bac,11,470.20000000000005,11
27-Ita1BacNon-B1,B1,Bac,Non,Ita,5149,10,514.9,Non Bac,14,777.1,14
27-Ita1BacNon-B1,B1,Bac,Non,Ita,5149,10,514.9,Non Bac,16,802.9,16
27-Ita1BacNon-B1,B1,Bac,Non,Ita,5149,10,514.9,Non Bac,18,786.6,18
27-Ita1BacNon-B1,B1,Bac,Non,Ita,5149,10,514.9,Non Bac,2,70.20000000000005,2
27-Ita1BacNon-B1,B1,Bac,Non,Ita,5149,10,514.9,Non Bac,4,241,4
27-Ita1BacNon-B1,B1,Bac,Non,Ita,5149,10,514.9,Non Bac,7,351.80000000000007,7
27-Ita1BacNon-B1,B1,Bac,Non,Ita,5149,10,514.9,Non Bac,9,401.70000000000005,9
3-Can2ConNon-B2,B2,Con,Non,Can,4774,10,477.4,Non Con,11,513,11
3-Can2ConNon-B2,B2,Con,Non,Can,4774,10,477.4,Non Con,14,639.6999999999999,14
3-Can2ConNon-B2,B2,Con,Non,Can,4774,10,477.4,Non Con,16,645.8222222222222,16
3-Can2ConNon-B2,B2,Con,Non,Can,4774,10,477.4,Non Con,18,661.9333333333333,18
3-Can2ConNon-B2,B2,Con,Non,Can,4774,10,477.4,Non Con,2,105.20000000000005,2
3-Can2ConNon-B2,B2,Con,Non,Can,4774,10,477.4,Non Con,4,212.20000000000005,4
3-Can2ConNon-B2,B2,Con,Non,Can,4774,10,477.4,Non Con,7,275.9,7
3-Can2ConNon-B2,B2,Con,Non,Can,4774,10,477.4,Non Con,9,368.1,9
3-Can3LevSte-B3,B3,Lev,Ste,Can,4549,10,454.9,Ste Lev,11,453.4,11
3-Can3LevSte-B3,B3,Lev,Ste,Can,4549,10,454.9,Ste Lev,14,570.8000000000001,14
3-Can3LevSte-B3,B3,Lev,Ste,Can,4549,10,454.9,Ste Lev,16,601.4,16
3-Can3LevSte-B3,B3,Lev,Ste,Can,4549,10,454.9,Ste Lev,18,576.3000000000001,18
3-Can3LevSte-B3,B3,Lev,Ste,Can,4549,10,454.9,Ste Lev,2,99.20000000000005,2
3-Can3LevSte-B3,B3,Lev,Ste,Can,4549,10,454.9,Ste Lev,4,172.60000000000002,4
3-Can3LevSte-B3,B3,Lev,Ste,Can,4549,10,454.9,Ste Lev,7,210.70000000000005,7
3-Can3LevSte-B3,B3,Lev,Ste,Can,4549,10,454.9,Ste Lev,9,399.4,9
3-Can6ConNon-B6,B6,Con,Non,Can,4153,10,415.3,Non Con,11,385.92222222222216,11
3-Can6ConNon-B6,B6,Con,Non,Can,4153,10,415.3,Non Con,14,777.7,14
3-Can6ConNon-B6,B6,Con,Non,Can,4153,10,415.3,Non Con,16,734.1444444444444,16
3-Can6ConNon-B6,B6,Con,Non,Can,4153,10,415.3,Non Con,18,709.4777777777779,18
3-Can6ConNon-B6,B6,Con,Non,Can,4153,10,415.3,Non Con,2,64.5888888888889,2
3-Can6ConNon-B6,B6,Con,Non,Can,4153,10,415.3,Non Con,4,241.7,4
3-Can6ConNon-B6,B6,Con,Non,Can,4153,10,415.3,Non Con,7,280.8111111111111,7
3-Can6ConNon-B6,B6,Con,Non,Can,4153,10,415.3,Non Con,9,316.92222222222216,9
3-Can9ConSer-B9,B9,Con,Ser,Can,3755,10,375.5,Ser Con,11,256.29999999999995,11
3-Can9ConSer-B9,B9,Con,Ser,Can,3755,10,375.5,Ser Con,14,466.94444444444446,14
3-Can9ConSer-B9,B9,Con,Ser,Can,3755,10,375.5,Ser Con,16,592.2777777777778,16
3-Can9ConSer-B9,B9,Con,Ser,Can,3755,10,375.5,Ser Con,18,609.8333333333334,18
3-Can9ConSer-B9,B9,Con,Ser,Can,3755,10,375.5,Ser Con,2,29.30000000000001,2
3-Can9ConSer-B9,B9,Con,Ser,Can,3755,10,375.5,Ser Con,4,81.10000000000002,4
3-Can9ConSer-B9,B9,Con,Ser,Can,3755,10,375.5,Ser Con,7,191.20000000000005,7
3-Can9ConSer-B9,B9,Con,Ser,Can,3755,10,375.5,Ser Con,9,268.70000000000005,9
3-Gre10LevNon-B10,B10,Lev,Non,Gre,5793,10,579.3,Non Lev,11,694.7,11
3-Gre10LevNon-B10,B10,Lev,Non,Gre,5793,10,579.3,Non Lev,14,815.6000000000001,14
3-Gre10LevNon-B10,B10,Lev,Non,Gre,5793,10,579.3,Non Lev,16,849.6000000000001,16
3-Gre10LevNon-B10,B10,Lev,Non,Gre,5793,10,579.3,Non Lev,18,853.4777777777779,18
3-Gre10LevNon-B10,B10,Lev,Non,Gre,5793,10,579.3,Non Lev,2,124.80000000000007,2
3-Gre10LevNon-B10,B10,Lev,Non,Gre,5793,10,579.3,Non Lev,4,255.4000000000001,4
3-Gre10LevNon-B10,B10,Lev,Non,Gre,5793,10,579.3,Non Lev,7,386,7
3-Gre10LevNon-B10,B10,Lev,Non,Gre,5793,10,579.3,Non Lev,9,514.4000000000001,9
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,6762,10,676.2,Ser Lev,11,407.3555555555556,11
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,6762,10,676.2,Ser Lev,14,495.5777777777778,14
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,6762,10,676.2,Ser Lev,16,437.79999999999995,16
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,6762,10,676.2,Ser Lev,18,446.3714285714286,18
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,6762,10,676.2,Ser Lev,2,36.19999999999993,2
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,6762,10,676.2,Ser Lev,4,106.09999999999991,4
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,6762,10,676.2,Ser Lev,7,190,7
3-Gre1LevSer-B1,B1,Lev,Ser,Gre,6762,10,676.2,Ser Lev,9,235.29999999999995,9
3-Gre4ConSer-B4,B4,Con,Ser,Gre,5185,10,518.5,Ser Con,11,381.20000000000005,11
3-Gre4ConSer-B4,B4,Con,Ser,Gre,5185,10,518.5,Ser Con,14,398.79999999999995,14
3-Gre4ConSer-B4,B4,Con,Ser,Gre,5185,10,518.5,Ser Con,16,534.7,16
3-Gre4ConSer-B4,B4,Con,Ser,Gre,5185,10,518.5,Ser Con,18,656.0555555555557,18
3-Gre4ConSer-B4,B4,Con,Ser,Gre,5185,10,518.5,Ser Con,2,68.60000000000002,2
3-Gre4ConSer-B4,B4,Con,Ser,Gre,5185,10,518.5,Ser Con,4,124.20000000000005,4
3-Gre4ConSer-B4,B4,Con,Ser,Gre,5185,10,518.5,Ser Con,7,176.39999999999998,7
3-Gre4ConSer-B4,B4,Con,Ser,Gre,5185,10,518.5,Ser Con,9,316,9
3-Gre7BacNon-B7,B7,Bac,Non,Gre,5852,10,585.2,Non Bac,11,483.29999999999995,11
3-Gre7BacNon-B7,B7,Bac,Non,Gre,5852,10,585.2,Non Bac,14,809.1333333333332,14
3-Gre7BacNon-B7,B7,Bac,Non,Gre,5852,10,585.2,Non Bac,16,849.8,16
3-Gre7BacNon-B7,B7,Bac,Non,Gre,5852,10,585.2,Non Bac,18,842.4666666666667,18
3-Gre7BacNon-B7,B7,Bac,Non,Gre,5852,10,585.2,Non Bac,2,136.5,2
3-Gre7BacNon-B7,B7,Bac,Non,Gre,5852,10,585.2,Non Bac,4,258.19999999999993,4
3-Gre7BacNon-B7,B7,Bac,Non,Gre,5852,10,585.2,Non Bac,7,337.69999999999993,7
3-Gre7BacNon-B7,B7,Bac,Non,Gre,5852,10,585.2,Non Bac,9,428.5,9
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,6191,10,619.1,Ste Bac,11,511.9,11
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,6191,10,619.1,Ste Bac,14,671.1,14
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,6191,10,619.1,Ste Bac,16,680.4999999999999,16
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,6191,10,619.1,Ste Bac,18,696.6999999999999,18
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,6191,10,619.1,Ste Bac,2,103.79999999999995,2
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,6191,10,619.1,Ste Bac,4,199.19999999999993,4
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,6191,10,619.1,Ste Bac,7,245.10000000000002,7
3-Gre8BacSte-B8,B8,Bac,Ste,Gre,6191,10,619.1,Ste Bac,9,383.5,9
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,6915,10,691.5,Ser Lev,11,429.20000000000005,11
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,6915,10,691.5,Ser Lev,14,508.70000000000005,14
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,6915,10,691.5,Ser Lev,16,530.9000000000001,16
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,6915,10,691.5,Ser Lev,18,517,18
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,6915,10,691.5,Ser Lev,2,76.10000000000002,2
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,6915,10,691.5,Ser Lev,4,163.5,4
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,6915,10,691.5,Ser Lev,7,199.5,7
3-Ita5LevSer-B5,B5,Lev,Ser,Ita,6915,10,691.5,Ser Lev,9,334.79999999999995,9
4-Can10LevSer-B10,B10,Lev,Ser,Can,3856,10,385.6,Ser Lev,11,238.60000000000002,11
4-Can10LevSer-B10,B10,Lev,Ser,Can,3856,10,385.6,Ser Lev,14,255.39999999999998,14
4-Can10LevSer-B10,B10,Lev,Ser,Can,3856,10,385.6,Ser Lev,16,304.6,16
4-Can10LevSer-B10,B10,Lev,Ser,Can,3856,10,385.6,Ser Lev,18,317.4,18
4-Can10LevSer-B10,B10,Lev,Ser,Can,3856,10,385.6,Ser Lev,2,40.19999999999999,2
4-Can10LevSer-B10,B10,Lev,Ser,Can,3856,10,385.6,Ser Lev,4,79.19999999999999,4
4-Can10LevSer-B10,B10,Lev,Ser,Can,3856,10,385.6,Ser Lev,7,125.39999999999998,7
4-Can10LevSer-B10,B10,Lev,Ser,Can,3856,10,385.6,Ser Lev,9,177.39999999999998,9
4-Can1ConSer-B1,B1,Con,Ser,Can,4854,10,485.4,Ser Con,11,348.975,11
4-Can1ConSer-B1,B1,Con,Ser,Can,4854,10,485.4,Ser Con,14,400.975,14
4-Can1ConSer-B1,B1,Con,Ser,Can,4854,10,485.4,Ser Con,16,385.725,16
4-Can1ConSer-B1,B1,Con,Ser,Can,4854,10,485.4,Ser Con,18,362.1,18
4-Can1ConSer-B1,B1,Con,Ser,Can,4854,10,485.4,Ser Con,2,12.100000000000023,2
4-Can1ConSer-B1,B1,Con,Ser,Can,4854,10,485.4,Ser Con,4,65,4
4-Can1ConSer-B1,B1,Con,Ser,Can,4854,10,485.4,Ser Con,7,105.9333333333334,7
4-Can1ConSer-B1,B1,Con,Ser,Can,4854,10,485.4,Ser Con,9,218.04444444444448,9
4-Can3LevNon-B3,B3,Lev,Non,Can,5136,10,513.6,Non Lev,11,484.9,11
4-Can3LevNon-B3,B3,Lev,Non,Can,5136,10,513.6,Non Lev,14,755.2888888888889,14
4-Can3LevNon-B3,B3,Lev,Non,Can,5136,10,513.6,Non Lev,16,752.4,16
4-Can3LevNon-B3,B3,Lev,Non,Can,5136,10,513.6,Non Lev,18,725.8444444444443,18
4-Can3LevNon-B3,B3,Lev,Non,Can,5136,10,513.6,Non Lev,2,138.5,2
4-Can3LevNon-B3,B3,Lev,Non,Can,5136,10,513.6,Non Lev,4,219.79999999999995,4
4-Can3LevNon-B3,B3,Lev,Non,Can,5136,10,513.6,Non Lev,7,294.5,7
4-Can3LevNon-B3,B3,Lev,Non,Can,5136,10,513.6,Non Lev,9,383.29999999999995,9
4-Can8ConSer-B8,B8,Con,Ser,Can,4310,10,431,Ser Con,11,239.60000000000002,11
4-Can8ConSer-B8,B8,Con,Ser,Can,4310,10,431,Ser Con,14,308,14
4-Can8ConSer-B8,B8,Con,Ser,Can,4310,10,431,Ser Con,16,298.5,16
4-Can8ConSer-B8,B8,Con,Ser,Can,4310,10,431,Ser Con,18,315.5,18
4-Can8ConSer-B8,B8,Con,Ser,Can,4310,10,431,Ser Con,2,59.39999999999998,2
4-Can8ConSer-B8,B8,Con,Ser,Can,4310,10,431,Ser Con,4,126.10000000000002,4
4-Can8ConSer-B8,B8,Con,Ser,Can,4310,10,431,Ser Con,7,84.70000000000005,7
4-Can8ConSer-B8,B8,Con,Ser,Can,4310,10,431,Ser Con,9,194.70000000000005,9
4-Gre4BacNon-B4,B4,Bac,Non,Gre,5792,10,579.2,Non Bac,11,537.2,11
4-Gre4BacNon-B4,B4,Bac,Non,Gre,5792,10,579.2,Non Bac,14,641.2,14
4-Gre4BacNon-B4,B4,Bac,Non,Gre,5792,10,579.2,Non Bac,16,733.6888888888889,16
4-Gre4BacNon-B4,B4,Bac,Non,Gre,5792,10,579.2,Non Bac,18,743.8,18
4-Gre4BacNon-B4,B4,Bac,Non,Gre,5792,10,579.2,Non Bac,2,79.59999999999991,2
4-Gre4BacNon-B4,B4,Bac,Non,Gre,5792,10,579.2,Non Bac,4,201.29999999999995,4
4-Gre4BacNon-B4,B4,Bac,Non,Gre,5792,10,579.2,Non Bac,7,247.69999999999993,7
4-Gre4BacNon-B4,B4,Bac,Non,Gre,5792,10,579.2,Non Bac,9,457.29999999999995,9
4-Gre7LevNon-B7,B7,Lev,Non,Gre,6811,10,681.1,Non Lev,11,579.8000000000001,11
4-Gre7LevNon-B7,B7,Lev,Non,Gre,6811,10,681.1,Non Lev,14,709.3000000000001,14
4-Gre7LevNon-B7,B7,Lev,Non,Gre,6811,10,681.1,Non Lev,16,683.1999999999999,16
4-Gre7LevNon-B7,B7,Lev,Non,Gre,6811,10,681.1,Non Lev,18,642.0666666666667,18
4-Gre7LevNon-B7,B7,Lev,Non,Gre,6811,10,681.1,Non Lev,2,189.5,2
4-Gre7LevNon-B7,B7,Lev,Non,Gre,6811,10,681.1,Non Lev,4,251.29999999999995,4
4-Gre7LevNon-B7,B7,Lev,Non,Gre,6811,10,681.1,Non Lev,7,339.29999999999995,7
4-Gre7LevNon-B7,B7,Lev,Non,Gre,6811,10,681.1,Non Lev,9,515.9,9
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,6684,10,668.4,Ser Lev,11,480.37777777777785,11
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,6684,10,668.4,Ser Lev,14,599.9333333333333,14
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,6684,10,668.4,Ser Lev,16,564.3777777777779,16
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,6684,10,668.4,Ser Lev,18,563.7111111111111,18
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,6684,10,668.4,Ser Lev,2,103.39999999999998,2
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,6684,10,668.4,Ser Lev,4,259.6,4
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,6684,10,668.4,Ser Lev,7,242.9333333333334,7
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,6684,10,668.4,Ser Lev,9,404.37777777777785,9
4-Ita2LevNon-B2,B2,Lev,Non,Ita,6305,10,630.5,Non Lev,11,573.7,11
4-Ita2LevNon-B2,B2,Lev,Non,Ita,6305,10,630.5,Non Lev,14,731.0555555555557,14
4-Ita2LevNon-B2,B2,Lev,Non,Ita,6305,10,630.5,Non Lev,16,748.0555555555557,16
4-Ita2LevNon-B2,B2,Lev,Non,Ita,6305,10,630.5,Non Lev,18,598.7,18
4-Ita2LevNon-B2,B2,Lev,Non,Ita,6305,10,630.5,Non Lev,2,161.70000000000005,2
4-Ita2LevNon-B2,B2,Lev,Non,Ita,6305,10,630.5,Non Lev,4,273.4,4
4-Ita2LevNon-B2,B2,Lev,Non,Ita,6305,10,630.5,Non Lev,7,294.4,7
4-Ita2LevNon-B2,B2,Lev,Non,Ita,6305,10,630.5,Non Lev,9,439.70000000000005,9
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,5950,10,595,Ser Bac,11,313.29999999999995,11
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,5950,10,595,Ser Bac,14,388.44444444444446,14
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,5950,10,595,Ser Bac,16,473.875,16
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,5950,10,595,Ser Bac,18,497.125,18
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,5950,10,595,Ser Bac,2,42.700000000000045,2
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,5950,10,595,Ser Bac,4,114.10000000000002,4
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,5950,10,595,Ser Bac,7,115.5,7
4-Ita5BacSer-B5,B5,Bac,Ser,Ita,5950,10,595,Ser Bac,9,185.10000000000002,9
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,3525,10,352.5,Ser Bac,11,188.07142857142856,11
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,3525,10,352.5,Ser Bac,14,340.07142857142856,14
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,3525,10,352.5,Ser Bac,16,353.21428571428567,16
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,3525,10,352.5,Ser Bac,18,376.5,18
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,3525,10,352.5,Ser Bac,2,10.166666666666686,2
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,3525,10,352.5,Ser Bac,4,73.875,4
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,3525,10,352.5,Ser Bac,7,138.625,7
4-Ita6BacSer-B6,B6,Bac,Ser,Ita,3525,10,352.5,Ser Bac,9,155.78571428571428,9
5-Can2LevNon-B2,B2,Lev,Non,Can,5291,9,587.8888888888889,Non Lev,11,535.911111111111,11
5-Can2LevNon-B2,B2,Lev,Non,Can,5291,9,587.8888888888889,Non Lev,14,657.1111111111111,14
5-Can2LevNon-B2,B2,Lev,Non,Can,5291,9,587.8888888888889,Non Lev,16,669.0111111111112,16
5-Can2LevNon-B2,B2,Lev,Non,Can,5291,9,587.8888888888889,Non Lev,18,647.8111111111111,18
5-Can2LevNon-B2,B2,Lev,Non,Can,5291,9,587.8888888888889,Non Lev,2,118.81111111111113,2
5-Can2LevNon-B2,B2,Lev,Non,Can,5291,9,587.8888888888889,Non Lev,4,219.1111111111111,4
5-Can2LevNon-B2,B2,Lev,Non,Can,5291,9,587.8888888888889,Non Lev,7,299.41111111111104,7
5-Can2LevNon-B2,B2,Lev,Non,Can,5291,9,587.8888888888889,Non Lev,9,402.2111111111111,9
5-Can4BacNon-B4,B4,Bac,Non,Can,4300,10,430,Non Bac,11,410.6,11
5-Can4BacNon-B4,B4,Bac,Non,Can,4300,10,430,Non Bac,14,659.8,14
5-Can4BacNon-B4,B4,Bac,Non,Can,4300,10,430,Non Bac,16,730.0999999999999,16
5-Can4BacNon-B4,B4,Bac,Non,Can,4300,10,430,Non Bac,18,714.4000000000001,18
5-Can4BacNon-B4,B4,Bac,Non,Can,4300,10,430,Non Bac,2,38.39999999999998,2
5-Can4BacNon-B4,B4,Bac,Non,Can,4300,10,430,Non Bac,4,172.89999999999998,4
5-Can4BacNon-B4,B4,Bac,Non,Can,4300,10,430,Non Bac,7,286.1,7
5-Can4BacNon-B4,B4,Bac,Non,Can,4300,10,430,Non Bac,9,323.79999999999995,9
5-Can9LevSer-B9,B9,Lev,Ser,Can,3079,10,307.9,Ser Lev,11,478.4333333333334,11
5-Can9LevSer-B9,B9,Lev,Ser,Can,3079,10,307.9,Ser Lev,14,555.3222222222222,14
5-Can9LevSer-B9,B9,Lev,Ser,Can,3079,10,307.9,Ser Lev,16,713.1,16
5-Can9LevSer-B9,B9,Lev,Ser,Can,3079,10,307.9,Ser Lev,18,763.7666666666668,18
5-Can9LevSer-B9,B9,Lev,Ser,Can,3079,10,307.9,Ser Lev,2,91.90000000000003,2
5-Can9LevSer-B9,B9,Lev,Ser,Can,3079,10,307.9,Ser Lev,4,128.20000000000005,4
5-Can9LevSer-B9,B9,Lev,Ser,Can,3079,10,307.9,Ser Lev,7,228.60000000000002,7
5-Can9LevSer-B9,B9,Lev,Ser,Can,3079,10,307.9,Ser Lev,9,383,9
5-Gre10LevSer-B10,B10,Lev,Ser,Gre,5483,10,548.3,Ser Lev,11,307.9000000000001,11
5-Gre10LevSer-B10,B10,Lev,Ser,Gre,5483,10,548.3,Ser Lev,14,408.20000000000005,14
5-Gre10LevSer-B10,B10,Lev,Ser,Gre,5483,10,548.3,Ser Lev,16,518.3666666666668,16
5-Gre10LevSer-B10,B10,Lev,Ser,Gre,5483,10,548.3,Ser Lev,18,514.4777777777779,18
5-Gre10LevSer-B10,B10,Lev,Ser,Gre,5483,10,548.3,Ser Lev,2,51.60000000000002,2
5-Gre10LevSer-B10,B10,Lev,Ser,Gre,5483,10,548.3,Ser Lev,4,112.10000000000002,4
5-Gre10LevSer-B10,B10,Lev,Ser,Gre,5483,10,548.3,Ser Lev,7,162,7
5-Gre10LevSer-B10,B10,Lev,Ser,Gre,5483,10,548.3,Ser Lev,9,222.20000000000005,9
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,6137,10,613.7,Ser Bac,11,460.01428571428573,11
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,6137,10,613.7,Ser Bac,14,573.8,14
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,6137,10,613.7,Ser Bac,16,683.8,16
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,6137,10,613.7,Ser Bac,18,731.1333333333332,18
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,6137,10,613.7,Ser Bac,2,86.04999999999995,2
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,6137,10,613.7,Ser Bac,4,158.67499999999995,4
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,6137,10,613.7,Ser Bac,7,201.29999999999995,7
5-Gre5BacSer-B5,B5,Bac,Ser,Gre,6137,10,613.7,Ser Bac,9,392.5857142857143,9
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,5185,10,518.5,Ser Bac,11,460.6111111111111,11
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,5185,10,518.5,Ser Bac,14,599.6111111111111,14
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,5185,10,518.5,Ser Bac,16,664.7222222222222,16
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,5185,10,518.5,Ser Bac,18,670.7222222222222,18
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,5185,10,518.5,Ser Bac,2,53.89999999999998,2
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,5185,10,518.5,Ser Bac,4,142.10000000000002,4
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,5185,10,518.5,Ser Bac,7,178.5,7
5-Gre6BacSer-B6,B6,Bac,Ser,Gre,5185,10,518.5,Ser Bac,9,329.5,9
5-Ita1ConSer-B1,B1,Con,Ser,Ita,5674,10,567.4,Ser Con,11,387.74285714285713,11
5-Ita1ConSer-B1,B1,Con,Ser,Ita,5674,10,567.4,Ser Con,14,566.0285714285714,14
5-Ita1ConSer-B1,B1,Con,Ser,Ita,5674,10,567.4,Ser Con,16,568.0285714285714,16
5-Ita1ConSer-B1,B1,Con,Ser,Ita,5674,10,567.4,Ser Con,18,568.0285714285714,18
5-Ita1ConSer-B1,B1,Con,Ser,Ita,5674,10,567.4,Ser Con,2,72.70000000000005,2
5-Ita1ConSer-B1,B1,Con,Ser,Ita,5674,10,567.4,Ser Con,4,129.39999999999998,4
5-Ita1ConSer-B1,B1,Con,Ser,Ita,5674,10,567.4,Ser Con,7,256.02857142857147,7
5-Ita1ConSer-B1,B1,Con,Ser,Ita,5674,10,567.4,Ser Con,9,344.02857142857147,9
5-Ita3LevNon-B3,B3,Lev,Non,Ita,6691,10,669.1,Non Lev,11,437.4,11
5-Ita3LevNon-B3,B3,Lev,Non,Ita,6691,10,669.1,Non Lev,14,547.1222222222221,14
5-Ita3LevNon-B3,B3,Lev,Non,Ita,6691,10,669.1,Non Lev,16,638.4555555555556,16
5-Ita3LevNon-B3,B3,Lev,Non,Ita,6691,10,669.1,Non Lev,18,629.525,18
