Identity,Bloc,Trt,Wound,Strain,group,Time,Mort_Acc,Times
5-Ita8ConSer-B8,B8,Con,Ser,Ita,Ita Ser,7,0,7
5-Ita8ConSer-B8,B8,Con,Ser,Ita,Ita Ser,9,0,9
5-Ita8ConSer-B8,B8,Con,Ser,Ita,Ita Ser,11,0,11
5-Ita8ConSer-B8,B8,Con,Ser,Ita,Ita Ser,14,1,14
5-Ita8ConSer-B8,B8,Con,Ser,Ita,Ita Ser,16,1,16
5-Ita8ConSer-B8,B8,Con,Ser,Ita,Ita Ser,18,1,18
6-Gre8ConSer-B8,B8,Con,Ser,Gre,Gre Ser,0,0,0
6-Gre8ConSer-B8,B8,Con,Ser,Gre,Gre Ser,2,0,2
6-Gre8ConSer-B8,B8,Con,Ser,Gre,Gre Ser,4,0,4
6-Gre8ConSer-B8,B8,Con,Ser,Gre,Gre Ser,7,0,7
6-Gre8ConSer-B8,B8,Con,Ser,Gre,Gre Ser,9,0,9
6-Gre8ConSer-B8,B8,Con,Ser,Gre,Gre Ser,11,0,11
6-Gre8ConSer-B8,B8,Con,Ser,Gre,Gre Ser,14,0,14
6-Gre8ConSer-B8,B8,Con,Ser,Gre,Gre Ser,16,0,16
6-Gre8ConSer-B8,B8,Con,Ser,Gre,Gre Ser,18,0,18
7-Can8ConNon-B8,B8,Con,Non,Can,Can Non,0,0,0
7-Can8ConNon-B8,B8,Con,Non,Can,Can Non,2,0,2
7-Can8ConNon-B8,B8,Con,Non,Can,Can Non,4,0,4
7-Can8ConNon-B8,B8,Con,Non,Can,Can Non,7,0,7
7-Can8ConNon-B8,B8,Con,Non,Can,Can Non,9,0,9
7-Can8ConNon-B8,B8,Con,Non,Can,Can Non,11,0,11
7-Can8ConNon-B8,B8,Con,Non,Can,Can Non,14,0,14
7-Can8ConNon-B8,B8,Con,Non,Can,Can Non,16,0,16
7-Can8ConNon-B8,B8,Con,Non,Can,Can Non,18,0,18
8-Ita8ConNon-B8,B8,Con,Non,Ita,Ita Non,0,0,0
8-Ita8ConNon-B8,B8,Con,Non,Ita,Ita Non,2,0,2
8-Ita8ConNon-B8,B8,Con,Non,Ita,Ita Non,4,0,4
8-Ita8ConNon-B8,B8,Con,Non,Ita,Ita Non,7,0,7
8-Ita8ConNon-B8,B8,Con,Non,Ita,Ita Non,9,0,9
8-Ita8ConNon-B8,B8,Con,Non,Ita,Ita Non,11,0,11
8-Ita8ConNon-B8,B8,Con,Non,Ita,Ita Non,14,0,14
8-Ita8ConNon-B8,B8,Con,Non,Ita,Ita Non,16,0,16
8-Ita8ConNon-B8,B8,Con,Non,Ita,Ita Non,18,0,18
9-Gre8ConNon-B8,B8,Con,Non,Gre,Gre Non,0,0,0
9-Gre8ConNon-B8,B8,Con,Non,Gre,Gre Non,2,0,2
9-Gre8ConNon-B8,B8,Con,Non,Gre,Gre Non,4,0,4
9-Gre8ConNon-B8,B8,Con,Non,Gre,Gre Non,7,0,7
9-Gre8ConNon-B8,B8,Con,Non,Gre,Gre Non,9,0,9
9-Gre8ConNon-B8,B8,Con,Non,Gre,Gre Non,11,0,11
9-Gre8ConNon-B8,B8,Con,Non,Gre,Gre Non,14,0,14
9-Gre8ConNon-B8,B8,Con,Non,Gre,Gre Non,16,0,16
9-Gre8ConNon-B8,B8,Con,Non,Gre,Gre Non,18,0,18
10-Gre8BacSer-B8,B8,Bac,Ser,Gre,Gre Ser,0,0,0
10-Gre8BacSer-B8,B8,Bac,Ser,Gre,Gre Ser,2,0,2
10-Gre8BacSer-B8,B8,Bac,Ser,Gre,Gre Ser,4,0,4
10-Gre8BacSer-B8,B8,Bac,Ser,Gre,Gre Ser,7,0,7
10-Gre8BacSer-B8,B8,Bac,Ser,Gre,Gre Ser,9,0,9
10-Gre8BacSer-B8,B8,Bac,Ser,Gre,Gre Ser,11,1,11
10-Gre8BacSer-B8,B8,Bac,Ser,Gre,Gre Ser,14,1,14
10-Gre8BacSer-B8,B8,Bac,Ser,Gre,Gre Ser,16,2,16
10-Gre8BacSer-B8,B8,Bac,Ser,Gre,Gre Ser,18,2,18
11-Ita8BacSer-B8,B8,Bac,Ser,Ita,Ita Ser,0,0,0
11-Ita8BacSer-B8,B8,Bac,Ser,Ita,Ita Ser,2,1,2
11-Ita8BacSer-B8,B8,Bac,Ser,Ita,Ita Ser,4,1,4
11-Ita8BacSer-B8,B8,Bac,Ser,Ita,Ita Ser,7,1,7
11-Ita8BacSer-B8,B8,Bac,Ser,Ita,Ita Ser,9,1,9
11-Ita8BacSer-B8,B8,Bac,Ser,Ita,Ita Ser,11,1,11
11-Ita8BacSer-B8,B8,Bac,Ser,Ita,Ita Ser,14,1,14
11-Ita8BacSer-B8,B8,Bac,Ser,Ita,Ita Ser,16,2,16
11-Ita8BacSer-B8,B8,Bac,Ser,Ita,Ita Ser,18,2,18
12-Can8BacSer-B8,B8,Bac,Ser,Can,Can Ser,0,0,0
12-Can8BacSer-B8,B8,Bac,Ser,Can,Can Ser,2,0,2
12-Can8BacSer-B8,B8,Bac,Ser,Can,Can Ser,4,0,4
12-Can8BacSer-B8,B8,Bac,Ser,Can,Can Ser,7,0,7
12-Can8BacSer-B8,B8,Bac,Ser,Can,Can Ser,9,0,9
12-Can8BacSer-B8,B8,Bac,Ser,Can,Can Ser,11,0,11
12-Can8BacSer-B8,B8,Bac,Ser,Can,Can Ser,14,0,14
12-Can8BacSer-B8,B8,Bac,Ser,Can,Can Ser,16,1,16
12-Can8BacSer-B8,B8,Bac,Ser,Can,Can Ser,18,1,18
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,Gre Ste,0,0,0
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,Gre Ste,2,0,2
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,Gre Ste,4,1,4
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,Gre Ste,7,1,7
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,Gre Ste,9,1,9
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,Gre Ste,11,1,11
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,Gre Ste,14,2,14
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,Gre Ste,16,2,16
13-Gre8LevSte-B8,B8,Lev,Ste,Gre,Gre Ste,18,2,18
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,Ita Ste,0,0,0
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,Ita Ste,2,1,2
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,Ita Ste,4,1,4
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,Ita Ste,7,1,7
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,Ita Ste,9,1,9
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,Ita Ste,11,1,11
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,Ita Ste,14,2,14
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,Ita Ste,16,2,16
14-Ita8LevSte-B8,B8,Lev,Ste,Ita,Ita Ste,18,2,18
15-Can8LevSte-B8,B8,Lev,Ste,Can,Can Ste,0,0,0
15-Can8LevSte-B8,B8,Lev,Ste,Can,Can Ste,2,0,2
15-Can8LevSte-B8,B8,Lev,Ste,Can,Can Ste,4,0,4
15-Can8LevSte-B8,B8,Lev,Ste,Can,Can Ste,7,0,7
15-Can8LevSte-B8,B8,Lev,Ste,Can,Can Ste,9,0,9
15-Can8LevSte-B8,B8,Lev,Ste,Can,Can Ste,11,0,11
15-Can8LevSte-B8,B8,Lev,Ste,Can,Can Ste,14,1,14
15-Can8LevSte-B8,B8,Lev,Ste,Can,Can Ste,16,1,16
15-Can8LevSte-B8,B8,Lev,Ste,Can,Can Ste,18,1,18
16-Can8BacNon-B8,B8,Bac,Non,Can,Can Non,0,0,0
16-Can8BacNon-B8,B8,Bac,Non,Can,Can Non,2,0,2
16-Can8BacNon-B8,B8,Bac,Non,Can,Can Non,4,0,4
16-Can8BacNon-B8,B8,Bac,Non,Can,Can Non,7,0,7
16-Can8BacNon-B8,B8,Bac,Non,Can,Can Non,9,0,9
16-Can8BacNon-B8,B8,Bac,Non,Can,Can Non,11,0,11
16-Can8BacNon-B8,B8,Bac,Non,Can,Can Non,14,0,14
16-Can8BacNon-B8,B8,Bac,Non,Can,Can Non,16,0,16
16-Can8BacNon-B8,B8,Bac,Non,Can,Can Non,18,0,18
17-Gre8BacNon-B8,B8,Bac,Non,Gre,Gre Non,0,0,0
17-Gre8BacNon-B8,B8,Bac,Non,Gre,Gre Non,2,1,2
17-Gre8BacNon-B8,B8,Bac,Non,Gre,Gre Non,4,1,4
17-Gre8BacNon-B8,B8,Bac,Non,Gre,Gre Non,7,1,7
17-Gre8BacNon-B8,B8,Bac,Non,Gre,Gre Non,9,1,9
17-Gre8BacNon-B8,B8,Bac,Non,Gre,Gre Non,11,1,11
17-Gre8BacNon-B8,B8,Bac,Non,Gre,Gre Non,14,1,14
17-Gre8BacNon-B8,B8,Bac,Non,Gre,Gre Non,16,1,16
17-Gre8BacNon-B8,B8,Bac,Non,Gre,Gre Non,18,1,18
18-Ita8BacNon-B8,B8,Bac,Non,Ita,Ita Non,0,0,0
18-Ita8BacNon-B8,B8,Bac,Non,Ita,Ita Non,2,0,2
18-Ita8BacNon-B8,B8,Bac,Non,Ita,Ita Non,4,0,4
18-Ita8BacNon-B8,B8,Bac,Non,Ita,Ita Non,7,0,7
18-Ita8BacNon-B8,B8,Bac,Non,Ita,Ita Non,9,0,9
18-Ita8BacNon-B8,B8,Bac,Non,Ita,Ita Non,11,0,11
18-Ita8BacNon-B8,B8,Bac,Non,Ita,Ita Non,14,0,14
18-Ita8BacNon-B8,B8,Bac,Non,Ita,Ita Non,16,0,16
18-Ita8BacNon-B8,B8,Bac,Non,Ita,Ita Non,18,0,18
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,Ita Ser,0,0,0
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,Ita Ser,2,0,2
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,Ita Ser,4,1,4
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,Ita Ser,7,1,7
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,Ita Ser,9,1,9
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,Ita Ser,11,1,11
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,Ita Ser,14,1,14
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,Ita Ser,16,2,16
19-Ita8LevSer-B8,B8,Lev,Ser,Ita,Ita Ser,18,2,18
20-Can8LevSer-B8,B8,Lev,Ser,Can,Can Ser,0,0,0
20-Can8LevSer-B8,B8,Lev,Ser,Can,Can Ser,2,0,2
20-Can8LevSer-B8,B8,Lev,Ser,Can,Can Ser,4,1,4
20-Can8LevSer-B8,B8,Lev,Ser,Can,Can Ser,7,1,7
20-Can8LevSer-B8,B8,Lev,Ser,Can,Can Ser,9,1,9
20-Can8LevSer-B8,B8,Lev,Ser,Can,Can Ser,11,1,11
20-Can8LevSer-B8,B8,Lev,Ser,Can,Can Ser,14,1,14
20-Can8LevSer-B8,B8,Lev,Ser,Can,Can Ser,16,1,16
20-Can8LevSer-B8,B8,Lev,Ser,Can,Can Ser,18,1,18
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,Gre Ser,0,0,0
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,Gre Ser,2,0,2
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,Gre Ser,4,0,4
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,Gre Ser,7,0,7
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,Gre Ser,9,0,9
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,Gre Ser,11,0,11
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,Gre Ser,14,1,14
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,Gre Ser,16,1,16
21-Gre8LevSer-B8,B8,Lev,Ser,Gre,Gre Ser,18,1,18
22-Ita8ConSte-B8,B8,Con,Ste,Ita,Ita Ste,0,0,0
22-Ita8ConSte-B8,B8,Con,Ste,Ita,Ita Ste,2,0,2
22-Ita8ConSte-B8,B8,Con,Ste,Ita,Ita Ste,4,0,4
22-Ita8ConSte-B8,B8,Con,Ste,Ita,Ita Ste,7,0,7
22-Ita8ConSte-B8,B8,Con,Ste,Ita,Ita Ste,9,0,9
22-Ita8ConSte-B8,B8,Con,Ste,Ita,Ita Ste,11,0,11
22-Ita8ConSte-B8,B8,Con,Ste,Ita,Ita Ste,14,0,14
22-Ita8ConSte-B8,B8,Con,Ste,Ita,Ita Ste,16,0,16
22-Ita8ConSte-B8,B8,Con,Ste,Ita,Ita Ste,18,0,18
23-Can8ConSte-B8,B8,Con,Ste,Can,Can Ste,0,0,0
23-Can8ConSte-B8,B8,Con,Ste,Can,Can Ste,2,0,2
23-Can8ConSte-B8,B8,Con,Ste,Can,Can Ste,4,0,4
23-Can8ConSte-B8,B8,Con,Ste,Can,Can Ste,7,0,7
23-Can8ConSte-B8,B8,Con,Ste,Can,Can Ste,9,1,9
23-Can8ConSte-B8,B8,Con,Ste,Can,Can Ste,11,1,11
23-Can8ConSte-B8,B8,Con,Ste,Can,Can Ste,14,1,14
23-Can8ConSte-B8,B8,Con,Ste,Can,Can Ste,16,1,16
23-Can8ConSte-B8,B8,Con,Ste,Can,Can Ste,18,1,18
24-Gre8ConSte-B8,B8,Con,Ste,Gre,Gre Ste,0,0,0
24-Gre8ConSte-B8,B8,Con,Ste,Gre,Gre Ste,2,1,2
24-Gre8ConSte-B8,B8,Con,Ste,Gre,Gre Ste,4,1,4
24-Gre8ConSte-B8,B8,Con,Ste,Gre,Gre Ste,7,1,7
24-Gre8ConSte-B8,B8,Con,Ste,Gre,Gre Ste,9,1,9
24-Gre8ConSte-B8,B8,Con,Ste,Gre,Gre Ste,11,1,11
24-Gre8ConSte-B8,B8,Con,Ste,Gre,Gre Ste,14,1,14
24-Gre8ConSte-B8,B8,Con,Ste,Gre,Gre Ste,16,1,16
24-Gre8ConSte-B8,B8,Con,Ste,Gre,Gre Ste,18,1,18
25-Gre8LevNon-B8,B8,Lev,Non,Gre,Gre Non,0,0,0
25-Gre8LevNon-B8,B8,Lev,Non,Gre,Gre Non,2,0,2
25-Gre8LevNon-B8,B8,Lev,Non,Gre,Gre Non,4,0,4
25-Gre8LevNon-B8,B8,Lev,Non,Gre,Gre Non,7,0,7
25-Gre8LevNon-B8,B8,Lev,Non,Gre,Gre Non,9,0,9
25-Gre8LevNon-B8,B8,Lev,Non,Gre,Gre Non,11,0,11
25-Gre8LevNon-B8,B8,Lev,Non,Gre,Gre Non,14,0,14
25-Gre8LevNon-B8,B8,Lev,Non,Gre,Gre Non,16,0,16
25-Gre8LevNon-B8,B8,Lev,Non,Gre,Gre Non,18,0,18
26-Ita8LevNon-B8,B8,Lev,Non,Ita,Ita Non,0,0,0
26-Ita8LevNon-B8,B8,Lev,Non,Ita,Ita Non,2,0,2
26-Ita8LevNon-B8,B8,Lev,Non,Ita,Ita Non,4,0,4
26-Ita8LevNon-B8,B8,Lev,Non,Ita,Ita Non,7,0,7
26-Ita8LevNon-B8,B8,Lev,Non,Ita,Ita Non,9,0,9
26-Ita8LevNon-B8,B8,Lev,Non,Ita,Ita Non,11,0,11
26-Ita8LevNon-B8,B8,Lev,Non,Ita,Ita Non,14,0,14
26-Ita8LevNon-B8,B8,Lev,Non,Ita,Ita Non,16,0,16
26-Ita8LevNon-B8,B8,Lev,Non,Ita,Ita Non,18,0,18
27-Can8LevNon-B8,B8,Lev,Non,Can,Can Non,0,0,0
27-Can8LevNon-B8,B8,Lev,Non,Can,Can Non,2,0,2
27-Can8LevNon-B8,B8,Lev,Non,Can,Can Non,4,0,4
27-Can8LevNon-B8,B8,Lev,Non,Can,Can Non,7,0,7
27-Can8LevNon-B8,B8,Lev,Non,Can,Can Non,9,0,9
27-Can8LevNon-B8,B8,Lev,Non,Can,Can Non,11,0,11
27-Can8LevNon-B8,B8,Lev,Non,Can,Can Non,14,0,14
27-Can8LevNon-B8,B8,Lev,Non,Can,Can Non,16,0,16
27-Can8LevNon-B8,B8,Lev,Non,Can,Can Non,18,0,18
1-Gre9ConSer-B9,B9,Con,Ser,Gre,Gre Ser,0,0,0
1-Gre9ConSer-B9,B9,Con,Ser,Gre,Gre Ser,2,0,2
1-Gre9ConSer-B9,B9,Con,Ser,Gre,Gre Ser,4,0,4
1-Gre9ConSer-B9,B9,Con,Ser,Gre,Gre Ser,7,0,7
1-Gre9ConSer-B9,B9,Con,Ser,Gre,Gre Ser,9,1,9
1-Gre9ConSer-B9,B9,Con,Ser,Gre,Gre Ser,11,1,11
1-Gre9ConSer-B9,B9,Con,Ser,Gre,Gre Ser,14,1,14
1-Gre9ConSer-B9,B9,Con,Ser,Gre,Gre Ser,16,2,16
1-Gre9ConSer-B9,B9,Con,Ser,Gre,Gre Ser,18,1,18
2-Ita9ConSer-B9,B9,Con,Ser,Ita,Ita Ser,0,0,0
2-Ita9ConSer-B9,B9,Con,Ser,Ita,Ita Ser,2,0,2
2-Ita9ConSer-B9,B9,Con,Ser,Ita,Ita Ser,4,0,4
2-Ita9ConSer-B9,B9,Con,Ser,Ita,Ita Ser,7,0,7
2-Ita9ConSer-B9,B9,Con,Ser,Ita,Ita Ser,9,0,9
2-Ita9ConSer-B9,B9,Con,Ser,Ita,Ita Ser,11,0,11
2-Ita9ConSer-B9,B9,Con,Ser,Ita,Ita Ser,14,1,14
2-Ita9ConSer-B9,B9,Con,Ser,Ita,Ita Ser,16,1,16
2-Ita9ConSer-B9,B9,Con,Ser,Ita,Ita Ser,18,1,18
3-Can9ConSer-B9,B9,Con,Ser,Can,Can Ser,0,0,0
3-Can9ConSer-B9,B9,Con,Ser,Can,Can Ser,2,0,2
3-Can9ConSer-B9,B9,Con,Ser,Can,Can Ser,4,0,4
3-Can9ConSer-B9,B9,Con,Ser,Can,Can Ser,7,0,7
3-Can9ConSer-B9,B9,Con,Ser,Can,Can Ser,9,0,9
3-Can9ConSer-B9,B9,Con,Ser,Can,Can Ser,11,0,11
3-Can9ConSer-B9,B9,Con,Ser,Can,Can Ser,14,1,14
3-Can9ConSer-B9,B9,Con,Ser,Can,Can Ser,16,1,16
3-Can9ConSer-B9,B9,Con,Ser,Can,Can Ser,18,1,18
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,Gre Ser,0,0,0
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,Gre Ser,2,0,2
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,Gre Ser,4,1,4
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,Gre Ser,7,1,7
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,Gre Ser,9,1,9
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,Gre Ser,11,1,11
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,Gre Ser,14,1,14
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,Gre Ser,16,1,16
4-Gre9LevSer-B9,B9,Lev,Ser,Gre,Gre Ser,18,1,18
5-Can9LevSer-B9,B9,Lev,Ser,Can,Can Ser,0,0,0
5-Can9LevSer-B9,B9,Lev,Ser,Can,Can Ser,2,0,2
5-Can9LevSer-B9,B9,Lev,Ser,Can,Can Ser,4,0,4
5-Can9LevSer-B9,B9,Lev,Ser,Can,Can Ser,7,0,7
5-Can9LevSer-B9,B9,Lev,Ser,Can,Can Ser,9,0,9
5-Can9LevSer-B9,B9,Lev,Ser,Can,Can Ser,11,1,11
5-Can9LevSer-B9,B9,Lev,Ser,Can,Can Ser,14,1,14
5-Can9LevSer-B9,B9,Lev,Ser,Can,Can Ser,16,1,16
5-Can9LevSer-B9,B9,Lev,Ser,Can,Can Ser,18,1,18
6-Ita9LevSer-B9,B9,Lev,Ser,Ita,Ita Ser,0,0,0
6-Ita9LevSer-B9,B9,Lev,Ser,Ita,Ita Ser,2,0,2
6-Ita9LevSer-B9,B9,Lev,Ser,Ita,Ita Ser,4,0,4
6-Ita9LevSer-B9,B9,Lev,Ser,Ita,Ita Ser,7,0,7
6-Ita9LevSer-B9,B9,Lev,Ser,Ita,Ita Ser,9,0,9
6-Ita9LevSer-B9,B9,Lev,Ser,Ita,Ita Ser,11,0,11
6-Ita9LevSer-B9,B9,Lev,Ser,Ita,Ita Ser,14,0,14
6-Ita9LevSer-B9,B9,Lev,Ser,Ita,Ita Ser,16,0,16
6-Ita9LevSer-B9,B9,Lev,Ser,Ita,Ita Ser,18,1,18
7-Ita9BacSte-B9,B9,Bac,Ste,Ita,Ita Ste,0,0,0
7-Ita9BacSte-B9,B9,Bac,Ste,Ita,Ita Ste,2,0,2
7-Ita9BacSte-B9,B9,Bac,Ste,Ita,Ita Ste,4,0,4
7-Ita9BacSte-B9,B9,Bac,Ste,Ita,Ita Ste,7,0,7
7-Ita9BacSte-B9,B9,Bac,Ste,Ita,Ita Ste,9,0,9
7-Ita9BacSte-B9,B9,Bac,Ste,Ita,Ita Ste,11,0,11
7-Ita9BacSte-B9,B9,Bac,Ste,Ita,Ita Ste,14,0,14
7-Ita9BacSte-B9,B9,Bac,Ste,Ita,Ita Ste,16,0,16
7-Ita9BacSte-B9,B9,Bac,Ste,Ita,Ita Ste,18,0,18
8-Gre9BacSte-B9,B9,Bac,Ste,Gre,Gre Ste,0,0,0
8-Gre9BacSte-B9,B9,Bac,Ste,Gre,Gre Ste,2,0,2
8-Gre9BacSte-B9,B9,Bac,Ste,Gre,Gre Ste,4,1,4
8-Gre9BacSte-B9,B9,Bac,Ste,Gre,Gre Ste,7,2,7
8-Gre9BacSte-B9,B9,Bac,Ste,Gre,Gre Ste,9,3,9
8-Gre9BacSte-B9,B9,Bac,Ste,Gre,Gre Ste,11,2,11
8-Gre9BacSte-B9,B9,Bac,Ste,Gre,Gre Ste,14,2,14
8-Gre9BacSte-B9,B9,Bac,Ste,Gre,Gre Ste,16,2,16
8-Gre9BacSte-B9,B9,Bac,Ste,Gre,Gre Ste,18,2,18
9-Can9BacSte-B9,B9,Bac,Ste,Can,Can Ste,0,0,0
9-Can9BacSte-B9,B9,Bac,Ste,Can,Can Ste,2,0,2
9-Can9BacSte-B9,B9,Bac,Ste,Can,Can Ste,4,0,4
9-Can9BacSte-B9,B9,Bac,Ste,Can,Can Ste,7,0,7
9-Can9BacSte-B9,B9,Bac,Ste,Can,Can Ste,9,0,9
9-Can9BacSte-B9,B9,Bac,Ste,Can,Can Ste,11,0,11
9-Can9BacSte-B9,B9,Bac,Ste,Can,Can Ste,14,0,14
9-Can9BacSte-B9,B9,Bac,Ste,Can,Can Ste,16,0,16
9-Can9BacSte-B9,B9,Bac,Ste,Can,Can Ste,18,0,18
10-Ita9BacNon-B9,B9,Bac,Non,Ita,Ita Non,0,0,0
10-Ita9BacNon-B9,B9,Bac,Non,Ita,Ita Non,2,0,2
10-Ita9BacNon-B9,B9,Bac,Non,Ita,Ita Non,4,0,4
10-Ita9BacNon-B9,B9,Bac,Non,Ita,Ita Non,7,0,7
10-Ita9BacNon-B9,B9,Bac,Non,Ita,Ita Non,9,0,9
10-Ita9BacNon-B9,B9,Bac,Non,Ita,Ita Non,11,0,11
10-Ita9BacNon-B9,B9,Bac,Non,Ita,Ita Non,14,0,14
10-Ita9BacNon-B9,B9,Bac,Non,Ita,Ita Non,16,0,16
10-Ita9BacNon-B9,B9,Bac,Non,Ita,Ita Non,18,0,18
11-Gre9BacNon-B9,B9,Bac,Non,Gre,Gre Non,0,0,0
11-Gre9BacNon-B9,B9,Bac,Non,Gre,Gre Non,2,0,2
11-Gre9BacNon-B9,B9,Bac,Non,Gre,Gre Non,4,0,4
11-Gre9BacNon-B9,B9,Bac,Non,Gre,Gre Non,7,0,7
11-Gre9BacNon-B9,B9,Bac,Non,Gre,Gre Non,9,0,9
11-Gre9BacNon-B9,B9,Bac,Non,Gre,Gre Non,11,0,11
11-Gre9BacNon-B9,B9,Bac,Non,Gre,Gre Non,14,0,14
11-Gre9BacNon-B9,B9,Bac,Non,Gre,Gre Non,16,0,16
11-Gre9BacNon-B9,B9,Bac,Non,Gre,Gre Non,18,0,18
12-Can9BacNon-B9,B9,Bac,Non,Can,Can Non,0,0,0
12-Can9BacNon-B9,B9,Bac,Non,Can,Can Non,2,0,2
12-Can9BacNon-B9,B9,Bac,Non,Can,Can Non,4,0,4
12-Can9BacNon-B9,B9,Bac,Non,Can,Can Non,7,0,7
12-Can9BacNon-B9,B9,Bac,Non,Can,Can Non,9,0,9
12-Can9BacNon-B9,B9,Bac,Non,Can,Can Non,11,0,11
12-Can9BacNon-B9,B9,Bac,Non,Can,Can Non,14,0,14
12-Can9BacNon-B9,B9,Bac,Non,Can,Can Non,16,0,16
12-Can9BacNon-B9,B9,Bac,Non,Can,Can Non,18,0,18
13-Ita9ConSte-B9,B9,Con,Ste,Ita,Ita Ste,0,0,0
13-Ita9ConSte-B9,B9,Con,Ste,Ita,Ita Ste,2,1,2
13-Ita9ConSte-B9,B9,Con,Ste,Ita,Ita Ste,4,1,4
13-Ita9ConSte-B9,B9,Con,Ste,Ita,Ita Ste,7,1,7
13-Ita9ConSte-B9,B9,Con,Ste,Ita,Ita Ste,9,2,9
13-Ita9ConSte-B9,B9,Con,Ste,Ita,Ita Ste,11,2,11
13-Ita9ConSte-B9,B9,Con,Ste,Ita,Ita Ste,14,2,14
13-Ita9ConSte-B9,B9,Con,Ste,Ita,Ita Ste,16,2,16
13-Ita9ConSte-B9,B9,Con,Ste,Ita,Ita Ste,18,2,18
14-Gre9ConSte-B9,B9,Con,Ste,Gre,Gre Ste,0,0,0
14-Gre9ConSte-B9,B9,Con,Ste,Gre,Gre Ste,2,0,2
14-Gre9ConSte-B9,B9,Con,Ste,Gre,Gre Ste,4,0,4
14-Gre9ConSte-B9,B9,Con,Ste,Gre,Gre Ste,7,0,7
14-Gre9ConSte-B9,B9,Con,Ste,Gre,Gre Ste,9,0,9
14-Gre9ConSte-B9,B9,Con,Ste,Gre,Gre Ste,11,0,11
14-Gre9ConSte-B9,B9,Con,Ste,Gre,Gre Ste,14,0,14
14-Gre9ConSte-B9,B9,Con,Ste,Gre,Gre Ste,16,1,16
14-Gre9ConSte-B9,B9,Con,Ste,Gre,Gre Ste,18,1,18
15-Can9ConSte-B9,B9,Con,Ste,Can,Can Ste,0,0,0
15-Can9ConSte-B9,B9,Con,Ste,Can,Can Ste,2,0,2
15-Can9ConSte-B9,B9,Con,Ste,Can,Can Ste,4,0,4
15-Can9ConSte-B9,B9,Con,Ste,Can,Can Ste,7,0,7
15-Can9ConSte-B9,B9,Con,Ste,Can,Can Ste,9,1,9
15-Can9ConSte-B9,B9,Con,Ste,Can,Can Ste,11,1,11
15-Can9ConSte-B9,B9,Con,Ste,Can,Can Ste,14,1,14
15-Can9ConSte-B9,B9,Con,Ste,Can,Can Ste,16,1,16
15-Can9ConSte-B9,B9,Con,Ste,Can,Can Ste,18,2,18
16-Can9LevNon-B9,B9,Lev,Non,Can,Can Non,0,0,0
16-Can9LevNon-B9,B9,Lev,Non,Can,Can Non,2,0,2
16-Can9LevNon-B9,B9,Lev,Non,Can,Can Non,4,0,4
16-Can9LevNon-B9,B9,Lev,Non,Can,Can Non,7,0,7
16-Can9LevNon-B9,B9,Lev,Non,Can,Can Non,9,0,9
16-Can9LevNon-B9,B9,Lev,Non,Can,Can Non,11,0,11
16-Can9LevNon-B9,B9,Lev,Non,Can,Can Non,14,0,14
16-Can9LevNon-B9,B9,Lev,Non,Can,Can Non,16,0,16
16-Can9LevNon-B9,B9,Lev,Non,Can,Can Non,18,0,18
17-Gre9LevNon-B9,B9,Lev,Non,Gre,Gre Non,0,0,0
