"","Identity","Bloc","Trt","Wound","Strain","Time","Survival","Initial_Mass","Initial_Number","Initial_Mean","group","Growth_Acc","Times","Biom_Acc"
"1270","23-Ita3LevSer-B3","B3","Lev","Ser","Ita","4",10,6345,10,634.5,"Ser Lev",122.1,"4",1221
"1271","23-Ita3LevSer-B3","B3","Lev","Ser","Ita","7",10,6345,10,634.5,"Ser Lev",172.2,"7",1722
"1272","23-Ita3LevSer-B3","B3","Lev","Ser","Ita","9",10,6345,10,634.5,"Ser Lev",227.8,"9",2278
"1273","23-Ita5LevSte-B5","B5","Lev","Ste","Ita","11",10,7388,10,738.8,"Ste Lev",546.2,"11",5462
"1274","23-Ita5LevSte-B5","B5","Lev","Ste","Ita","14",10,7388,10,738.8,"Ste Lev",726.1,"14",7261
"1275","23-Ita5LevSte-B5","B5","Lev","Ste","Ita","16",10,7388,10,738.8,"Ste Lev",732.644444444444,"16",7326.44444444444
"1276","23-Ita5LevSte-B5","B5","Lev","Ste","Ita","18",10,7388,10,738.8,"Ste Lev",697.977777777778,"18",6979.77777777778
"1277","23-Ita5LevSte-B5","B5","Lev","Ste","Ita","2",10,7388,10,738.8,"Ste Lev",77.9000000000001,"2",779.000000000001
"1278","23-Ita5LevSte-B5","B5","Lev","Ste","Ita","4",10,7388,10,738.8,"Ste Lev",176.5,"4",1765
"1279","23-Ita5LevSte-B5","B5","Lev","Ste","Ita","7",10,7388,10,738.8,"Ste Lev",280.8,"7",2808
"1280","23-Ita5LevSte-B5","B5","Lev","Ste","Ita","9",10,7388,10,738.8,"Ste Lev",342.2,"9",3422
"1281","24-Can3LevSer-B3","B3","Lev","Ser","Can","11",8,5515,10,551.5,"Ser Lev",411.75,"11",3294
"1282","24-Can3LevSer-B3","B3","Lev","Ser","Can","14",8,5515,10,551.5,"Ser Lev",636.5,"14",5092
"1283","24-Can3LevSer-B3","B3","Lev","Ser","Can","16",8,5515,10,551.5,"Ser Lev",656.625,"16",5253
"1284","24-Can3LevSer-B3","B3","Lev","Ser","Can","18",8,5515,10,551.5,"Ser Lev",623.25,"18",4986
"1285","24-Can3LevSer-B3","B3","Lev","Ser","Can","2",10,5515,10,551.5,"Ser Lev",43.1,"2",431
"1286","24-Can3LevSer-B3","B3","Lev","Ser","Can","4",9,5515,10,551.5,"Ser Lev",120.5,"4",1084.5
"1287","24-Can3LevSer-B3","B3","Lev","Ser","Can","7",9,5515,10,551.5,"Ser Lev",140.722222222222,"7",1266.5
"1288","24-Can3LevSer-B3","B3","Lev","Ser","Can","9",9,5515,10,551.5,"Ser Lev",215.388888888889,"9",1938.5
"1289","24-Can5LevSte-B5","B5","Lev","Ste","Can","11",10,4762,10,476.2,"Ste Lev",629.1,"11",6291
"1290","24-Can5LevSte-B5","B5","Lev","Ste","Can","14",10,4762,10,476.2,"Ste Lev",695.4,"14",6954
"1291","24-Can5LevSte-B5","B5","Lev","Ste","Can","16",10,4762,10,476.2,"Ste Lev",691.9,"16",6919
"1292","24-Can5LevSte-B5","B5","Lev","Ste","Can","18",10,4762,10,476.2,"Ste Lev",675.3,"18",6753
"1293","24-Can5LevSte-B5","B5","Lev","Ste","Can","2",10,4762,10,476.2,"Ste Lev",175.6,"2",1756
"1294","24-Can5LevSte-B5","B5","Lev","Ste","Can","4",10,4762,10,476.2,"Ste Lev",306.8,"4",3068
"1295","24-Can5LevSte-B5","B5","Lev","Ste","Can","7",10,4762,10,476.2,"Ste Lev",276.9,"7",2769
"1296","24-Can5LevSte-B5","B5","Lev","Ste","Can","9",10,4762,10,476.2,"Ste Lev",499.7,"9",4997
"1297","24-Can6ConSer-B6","B6","Con","Ser","Can","11",8,4026,10,402.6,"Ser Con",318.9,"11",2551.2
"1298","24-Can6ConSer-B6","B6","Con","Ser","Can","14",8,4026,10,402.6,"Ser Con",485.775,"14",3886.2
"1299","24-Can6ConSer-B6","B6","Con","Ser","Can","16",8,4026,10,402.6,"Ser Con",537.775,"16",4302.2
"1300","24-Can6ConSer-B6","B6","Con","Ser","Can","18",8,4026,10,402.6,"Ser Con",587.775,"18",4702.2
"1301","24-Can6ConSer-B6","B6","Con","Ser","Can","2",10,4026,10,402.6,"Ser Con",29.2,"2",292
"1302","24-Can6ConSer-B6","B6","Con","Ser","Can","4",10,4026,10,402.6,"Ser Con",43.9,"4",439
"1303","24-Can6ConSer-B6","B6","Con","Ser","Can","7",10,4026,10,402.6,"Ser Con",76.2,"7",762
"1304","24-Can6ConSer-B6","B6","Con","Ser","Can","9",8,4026,10,402.6,"Ser Con",252.525,"9",2020.2
"1305","24-Gre10ConSer-B10","B10","Con","Ser","Gre","11",10,3890,10,389,"Ser Con",394.4,"11",3944
"1306","24-Gre10ConSer-B10","B10","Con","Ser","Gre","14",10,3890,10,389,"Ser Con",514.1,"14",5141
"1307","24-Gre10ConSer-B10","B10","Con","Ser","Gre","16",10,3890,10,389,"Ser Con",563.5,"16",5635
"1308","24-Gre10ConSer-B10","B10","Con","Ser","Gre","18",10,3890,10,389,"Ser Con",559.7,"18",5597
"1309","24-Gre10ConSer-B10","B10","Con","Ser","Gre","2",10,3890,10,389,"Ser Con",45,"2",450
"1310","24-Gre10ConSer-B10","B10","Con","Ser","Gre","4",10,3890,10,389,"Ser Con",116,"4",1160
"1311","24-Gre10ConSer-B10","B10","Con","Ser","Gre","7",10,3890,10,389,"Ser Con",177.1,"7",1771
"1312","24-Gre10ConSer-B10","B10","Con","Ser","Gre","9",10,3890,10,389,"Ser Con",289.3,"9",2893
"1313","24-Gre7ConSer-B7","B7","Con","Ser","Gre","11",10,5058,10,505.8,"Ser Con",292.3,"11",2923
"1314","24-Gre7ConSer-B7","B7","Con","Ser","Gre","14",10,5058,10,505.8,"Ser Con",538,"14",5380
"1315","24-Gre7ConSer-B7","B7","Con","Ser","Gre","16",10,5058,10,505.8,"Ser Con",499.7,"16",4997
"1316","24-Gre7ConSer-B7","B7","Con","Ser","Gre","18",10,5058,10,505.8,"Ser Con",500.6,"18",5006
"1317","24-Gre7ConSer-B7","B7","Con","Ser","Gre","2",10,5058,10,505.8,"Ser Con",64.1,"2",641
"1318","24-Gre7ConSer-B7","B7","Con","Ser","Gre","4",10,5058,10,505.8,"Ser Con",135.6,"4",1356
"1319","24-Gre7ConSer-B7","B7","Con","Ser","Gre","7",10,5058,10,505.8,"Ser Con",198.6,"7",1986
"1320","24-Gre7ConSer-B7","B7","Con","Ser","Gre","9",10,5058,10,505.8,"Ser Con",277.7,"9",2777
"1321","24-Gre8ConSte-B8","B8","Con","Ste","Gre","11",9,5112,10,511.2,"Ste Con",515.022222222222,"11",4635.2
"1322","24-Gre8ConSte-B8","B8","Con","Ste","Gre","14",9,5112,10,511.2,"Ste Con",710.911111111111,"14",6398.2
"1323","24-Gre8ConSte-B8","B8","Con","Ste","Gre","16",9,5112,10,511.2,"Ste Con",728.355555555556,"16",6555.2
"1324","24-Gre8ConSte-B8","B8","Con","Ste","Gre","18",9,5112,10,511.2,"Ste Con",678.688888888889,"18",6108.2
"1325","24-Gre8ConSte-B8","B8","Con","Ste","Gre","2",9,5112,10,511.2,"Ste Con",100.911111111111,"2",908.2
"1326","24-Gre8ConSte-B8","B8","Con","Ste","Gre","4",9,5112,10,511.2,"Ste Con",235.244444444444,"4",2117.2
"1327","24-Gre8ConSte-B8","B8","Con","Ste","Gre","7",9,5112,10,511.2,"Ste Con",276.133333333333,"7",2485.2
"1328","24-Gre8ConSte-B8","B8","Con","Ste","Gre","9",9,5112,10,511.2,"Ste Con",372.466666666667,"9",3352.2
"1329","24-Ita1BacSer-B1","B1","Bac","Ser","Ita","11",9,5221,10,522.1,"Ser Bac",412.788888888889,"11",3715.1
"1330","24-Ita1BacSer-B1","B1","Bac","Ser","Ita","14",9,5221,10,522.1,"Ser Bac",527.788888888889,"14",4750.1
"1331","24-Ita1BacSer-B1","B1","Bac","Ser","Ita","16",9,5221,10,522.1,"Ser Bac",574.233333333333,"16",5168.1
"1332","24-Ita1BacSer-B1","B1","Bac","Ser","Ita","18",9,5221,10,522.1,"Ser Bac",597.233333333333,"18",5375.1
"1333","24-Ita1BacSer-B1","B1","Bac","Ser","Ita","2",9,5221,10,522.1,"Ser Bac",98.0111111111111,"2",882.1
"1334","24-Ita1BacSer-B1","B1","Bac","Ser","Ita","4",9,5221,10,522.1,"Ser Bac",144.233333333333,"4",1298.1
"1335","24-Ita1BacSer-B1","B1","Bac","Ser","Ita","7",9,5221,10,522.1,"Ser Bac",129.566666666667,"7",1166.1
"1336","24-Ita1BacSer-B1","B1","Bac","Ser","Ita","9",9,5221,10,522.1,"Ser Bac",319.122222222222,"9",2872.1
"1337","24-Ita2BacSer-B2","B2","Bac","Ser","Ita","11",10,5436,10,543.6,"Ser Bac",403.8,"11",4038
"1338","24-Ita2BacSer-B2","B2","Bac","Ser","Ita","14",10,5436,10,543.6,"Ser Bac",467,"14",4670
"1339","24-Ita2BacSer-B2","B2","Bac","Ser","Ita","16",10,5436,10,543.6,"Ser Bac",436.4,"16",4364
"1340","24-Ita2BacSer-B2","B2","Bac","Ser","Ita","18",9,5436,10,543.6,"Ser Bac",503.844444444444,"18",4534.6
"1341","24-Ita2BacSer-B2","B2","Bac","Ser","Ita","2",10,5436,10,543.6,"Ser Bac",47.8,"2",478
"1342","24-Ita2BacSer-B2","B2","Bac","Ser","Ita","4",10,5436,10,543.6,"Ser Bac",122.8,"4",1228
"1343","24-Ita2BacSer-B2","B2","Bac","Ser","Ita","7",10,5436,10,543.6,"Ser Bac",170.2,"7",1702
"1344","24-Ita2BacSer-B2","B2","Bac","Ser","Ita","9",10,5436,10,543.6,"Ser Bac",304,"9",3040
"1345","24-Ita4BacSer-B4","B4","Bac","Ser","Ita","11",8,5729,10,572.9,"Ser Bac",312.6,"11",2500.8
"1346","24-Ita4BacSer-B4","B4","Bac","Ser","Ita","14",8,5729,10,572.9,"Ser Bac",367.85,"14",2942.8
"1347","24-Ita4BacSer-B4","B4","Bac","Ser","Ita","16",7,5729,10,572.9,"Ser Bac",508.957142857143,"16",3562.7
"1348","24-Ita4BacSer-B4","B4","Bac","Ser","Ita","18",7,5729,10,572.9,"Ser Bac",494.433333333333,"18",3461.03333333333
"1349","24-Ita4BacSer-B4","B4","Bac","Ser","Ita","2",10,5729,10,572.9,"Ser Bac",12,"2",120
"1350","24-Ita4BacSer-B4","B4","Bac","Ser","Ita","4",10,5729,10,572.9,"Ser Bac",-9.39999999999998,"4",-93.9999999999998
"1351","24-Ita4BacSer-B4","B4","Bac","Ser","Ita","7",9,5729,10,572.9,"Ser Bac",121.766666666667,"7",1095.9
"1352","24-Ita4BacSer-B4","B4","Bac","Ser","Ita","9",10,5729,10,572.9,"Ser Bac",127.1,"9",1271
"1353","24-Ita9LevSte-B9","B9","Lev","Ste","Ita","11",10,5106,10,510.6,"Ste Lev",468.2,"11",4682
"1354","24-Ita9LevSte-B9","B9","Lev","Ste","Ita","14",10,5106,10,510.6,"Ste Lev",693.6,"14",6936
"1355","24-Ita9LevSte-B9","B9","Lev","Ste","Ita","16",10,5106,10,510.6,"Ste Lev",745,"16",7450
"1356","24-Ita9LevSte-B9","B9","Lev","Ste","Ita","18",10,5106,10,510.6,"Ste Lev",847.844444444444,"18",8478.44444444444
"1357","24-Ita9LevSte-B9","B9","Lev","Ste","Ita","2",10,5106,10,510.6,"Ste Lev",101.6,"2",1016
"1358","24-Ita9LevSte-B9","B9","Lev","Ste","Ita","4",10,5106,10,510.6,"Ste Lev",221.3,"4",2213
"1359","24-Ita9LevSte-B9","B9","Lev","Ste","Ita","7",10,5106,10,510.6,"Ste Lev",319.1,"7",3191
"1360","24-Ita9LevSte-B9","B9","Lev","Ste","Ita","9",10,5106,10,510.6,"Ste Lev",374.9,"9",3749
"1361","25-Can1BacNon-B1","B1","Bac","Non","Can","11",10,4864,10,486.4,"Non Bac",472.2,"11",4722
"1362","25-Can1BacNon-B1","B1","Bac","Non","Can","14",10,4864,10,486.4,"Non Bac",703.155555555556,"14",7031.55555555556
"1363","25-Can1BacNon-B1","B1","Bac","Non","Can","16",10,4864,10,486.4,"Non Bac",695.711111111111,"16",6957.11111111111
"1364","25-Can1BacNon-B1","B1","Bac","Non","Can","18",10,4864,10,486.4,"Non Bac",724.044444444444,"18",7240.44444444444
"1365","25-Can1BacNon-B1","B1","Bac","Non","Can","2",10,4864,10,486.4,"Non Bac",95.3000000000001,"2",953.000000000001
"1366","25-Can1BacNon-B1","B1","Bac","Non","Can","4",10,4864,10,486.4,"Non Bac",270,"4",2700
"1367","25-Can1BacNon-B1","B1","Bac","Non","Can","7",10,4864,10,486.4,"Non Bac",335.5,"7",3355
"1368","25-Can1BacNon-B1","B1","Bac","Non","Can","9",10,4864,10,486.4,"Non Bac",412.1,"9",4121
"1369","25-Gre6LevNon-B6","B6","Lev","Non","Gre","11",10,6073,10,607.3,"Non Lev",477,"11",4770
"1370","25-Gre6LevNon-B6","B6","Lev","Non","Gre","14",10,6073,10,607.3,"Non Lev",871,"14",8710
"1371","25-Gre6LevNon-B6","B6","Lev","Non","Gre","16",10,6073,10,607.3,"Non Lev",855.6,"16",8556
"1372","25-Gre6LevNon-B6","B6","Lev","Non","Gre","18",10,6073,10,607.3,"Non Lev",832.2,"18",8322
"1373","25-Gre6LevNon-B6","B6","Lev","Non","Gre","2",10,6073,10,607.3,"Non Lev",70.2,"2",702
"1374","25-Gre6LevNon-B6","B6","Lev","Non","Gre","4",10,6073,10,607.3,"Non Lev",212.6,"4",2126
"1375","25-Gre6LevNon-B6","B6","Lev","Non","Gre","7",10,6073,10,607.3,"Non Lev",341.7,"7",3417
"1376","25-Gre6LevNon-B6","B6","Lev","Non","Gre","9",10,6073,10,607.3,"Non Lev",372.1,"9",3721
"1377","25-Gre8LevNon-B8","B8","Lev","Non","Gre","11",10,5562,10,556.2,"Non Lev",526.3,"11",5263
"1378","25-Gre8LevNon-B8","B8","Lev","Non","Gre","14",10,5562,10,556.2,"Non Lev",721.8,"14",7218
"1379","25-Gre8LevNon-B8","B8","Lev","Non","Gre","16",10,5562,10,556.2,"Non Lev",739.8,"16",7398
"1380","25-Gre8LevNon-B8","B8","Lev","Non","Gre","18",10,5562,10,556.2,"Non Lev",698.175,"18",6981.75
"1381","25-Gre8LevNon-B8","B8","Lev","Non","Gre","2",10,5562,10,556.2,"Non Lev",63.6999999999999,"2",636.999999999999
"1382","25-Gre8LevNon-B8","B8","Lev","Non","Gre","4",10,5562,10,556.2,"Non Lev",107.4,"4",1074
"1383","25-Gre8LevNon-B8","B8","Lev","Non","Gre","7",10,5562,10,556.2,"Non Lev",328.2,"7",3282
"1384","25-Gre8LevNon-B8","B8","Lev","Non","Gre","9",10,5562,10,556.2,"Non Lev",410.9,"9",4109
"1385","25-Gre9ConNon-B9","B9","Con","Non","Gre","11",10,4693,10,469.3,"Non Con",467.8,"11",4678
"1386","25-Gre9ConNon-B9","B9","Con","Non","Gre","14",10,4693,10,469.3,"Non Con",727.5,"14",7275
"1387","25-Gre9ConNon-B9","B9","Con","Non","Gre","16",10,4693,10,469.3,"Non Con",780.4,"16",7804
"1388","25-Gre9ConNon-B9","B9","Con","Non","Gre","18",10,4693,10,469.3,"Non Con",781.5,"18",7815
"1389","25-Gre9ConNon-B9","B9","Con","Non","Gre","2",10,4693,10,469.3,"Non Con",124.8,"2",1248
"1390","25-Gre9ConNon-B9","B9","Con","Non","Gre","4",10,4693,10,469.3,"Non Con",191.9,"4",1919
"1391","25-Gre9ConNon-B9","B9","Con","Non","Gre","7",10,4693,10,469.3,"Non Con",276,"7",2760
"1392","25-Gre9ConNon-B9","B9","Con","Non","Gre","9",10,4693,10,469.3,"Non Con",434.4,"9",4344
"1393","25-Ita10BacSer-B10","B10","Bac","Ser","Ita","11",9,3703,10,370.3,"Ser Bac",291.7,"11",2625.3
"1394","25-Ita10BacSer-B10","B10","Bac","Ser","Ita","14",9,3703,10,370.3,"Ser Bac",351.033333333333,"14",3159.3
"1395","25-Ita10BacSer-B10","B10","Bac","Ser","Ita","16",8,3703,10,370.3,"Ser Bac",398.575,"16",3188.6
"1396","25-Ita10BacSer-B10","B10","Bac","Ser","Ita","18",8,3703,10,370.3,"Ser Bac",419.95,"18",3359.6
"1397","25-Ita10BacSer-B10","B10","Bac","Ser","Ita","2",10,3703,10,370.3,"Ser Bac",35.4,"2",354
"1398","25-Ita10BacSer-B10","B10","Bac","Ser","Ita","4",9,3703,10,370.3,"Ser Bac",84.5888888888889,"4",761.3
"1399","25-Ita10BacSer-B10","B10","Bac","Ser","Ita","7",9,3703,10,370.3,"Ser Bac",130.922222222222,"7",1178.3
"1400","25-Ita10BacSer-B10","B10","Bac","Ser","Ita","9",9,3703,10,370.3,"Ser Bac",175.811111111111,"9",1582.3
"1401","25-Ita2BacNon-B2","B2","Bac","Non","Ita","11",10,4981,10,498.1,"Non Bac",464,"11",4640
"1402","25-Ita2BacNon-B2","B2","Bac","Non","Ita","14",10,4981,10,498.1,"Non Bac",657.2,"14",6572
"1403","25-Ita2BacNon-B2","B2","Bac","Non","Ita","16",10,4981,10,498.1,"Non Bac",735.1,"16",7351
"1404","25-Ita2BacNon-B2","B2","Bac","Non","Ita","18",10,4981,10,498.1,"Non Bac",777.5,"18",7775
"1405","25-Ita2BacNon-B2","B2","Bac","Non","Ita","2",10,4981,10,498.1,"Non Bac",45,"2",450
"1406","25-Ita2BacNon-B2","B2","Bac","Non","Ita","4",10,4981,10,498.1,"Non Bac",132.4,"4",1324
"1407","25-Ita2BacNon-B2","B2","Bac","Non","Ita","7",10,4981,10,498.1,"Non Bac",250.1,"7",2501
"1408","25-Ita2BacNon-B2","B2","Bac","Non","Ita","9",10,4981,10,498.1,"Non Bac",402.6,"9",4026
"1409","25-Ita3BacSte-B3","B3","Bac","Ste","Ita","11",10,6006,10,600.6,"Ste Bac",536,"11",5360
"1410","25-Ita3BacSte-B3","B3","Bac","Ste","Ita","14",10,6006,10,600.6,"Ste Bac",764.8,"14",7648
"1411","25-Ita3BacSte-B3","B3","Bac","Ste","Ita","16",10,6006,10,600.6,"Ste Bac",794.9,"16",7949
"1412","25-Ita3BacSte-B3","B3","Bac","Ste","Ita","18",10,6006,10,600.6,"Ste Bac",786.4,"18",7864
"1413","25-Ita3BacSte-B3","B3","Bac","Ste","Ita","2",10,6006,10,600.6,"Ste Bac",13.4,"2",134
"1414","25-Ita3BacSte-B3","B3","Bac","Ste","Ita","4",10,6006,10,600.6,"Ste Bac",142.9,"4",1429
"1415","25-Ita3BacSte-B3","B3","Bac","Ste","Ita","7",10,6006,10,600.6,"Ste Bac",275.7,"7",2757
"1416","25-Ita3BacSte-B3","B3","Bac","Ste","Ita","9",10,6006,10,600.6,"Ste Bac",379.5,"9",3795
"1417","25-Ita4ConNon-B4","B4","Con","Non","Ita","11",10,6412,10,641.2,"Non Con",486.2,"11",4862
"1418","25-Ita4ConNon-B4","B4","Con","Non","Ita","14",10,6412,10,641.2,"Non Con",744.9,"14",7449
"1419","25-Ita4ConNon-B4","B4","Con","Non","Ita","16",10,6412,10,641.2,"Non Con",759.244444444444,"16",7592.44444444444
"1420","25-Ita4ConNon-B4","B4","Con","Non","Ita","18",10,6412,10,641.2,"Non Con",697.133333333333,"18",6971.33333333333
"1421","25-Ita4ConNon-B4","B4","Con","Non","Ita","2",10,6412,10,641.2,"Non Con",120.4,"2",1204
"1422","25-Ita4ConNon-B4","B4","Con","Non","Ita","4",10,6412,10,641.2,"Non Con",170.7,"4",1707
"1423","25-Ita4ConNon-B4","B4","Con","Non","Ita","7",10,6412,10,641.2,"Non Con",382.5,"7",3825
"1424","25-Ita4ConNon-B4","B4","Con","Non","Ita","9",10,6412,10,641.2,"Non Con",410.9,"9",4109
"1425","25-Ita5ConSer-B5","B5","Con","Ser","Ita","11",9,6496,10,649.6,"Ser Con",497.511111111111,"11",4477.6
"1426","25-Ita5ConSer-B5","B5","Con","Ser","Ita","14",9,6496,10,649.6,"Ser Con",540.955555555556,"14",4868.6
"1427","25-Ita5ConSer-B5","B5","Con","Ser","Ita","16",9,6496,10,649.6,"Ser Con",675.177777777778,"16",6076.6
"1428","25-Ita5ConSer-B5","B5","Con","Ser","Ita","18",9,6496,10,649.6,"Ser Con",723.622222222222,"18",6512.6
"1429","25-Ita5ConSer-B5","B5","Con","Ser","Ita","2",10,6496,10,649.6,"Ser Con",54.3,"2",543
"1430","25-Ita5ConSer-B5","B5","Con","Ser","Ita","4",10,6496,10,649.6,"Ser Con",155.2,"4",1552
"1431","25-Ita5ConSer-B5","B5","Con","Ser","Ita","7",10,6496,10,649.6,"Ser Con",157.6,"7",1576
"1432","25-Ita5ConSer-B5","B5","Con","Ser","Ita","9",10,6496,10,649.6,"Ser Con",367.9,"9",3679
"1433","25-Ita7LevSer-B7","B7","Lev","Ser","Ita","11",8,6491,10,649.1,"Ser Lev",473.775,"11",3790.2
"1434","25-Ita7LevSer-B7","B7","Lev","Ser","Ita","14",8,6491,10,649.1,"Ser Lev",516.9,"14",4135.2
"1435","25-Ita7LevSer-B7","B7","Lev","Ser","Ita","16",8,6491,10,649.1,"Ser Lev",495.185714285714,"16",3961.48571428571
"1436","25-Ita7LevSer-B7","B7","Lev","Ser","Ita","18",8,6491,10,649.1,"Ser Lev",485.066666666667,"18",3880.53333333333
"1437","25-Ita7LevSer-B7","B7","Lev","Ser","Ita","2",10,6491,10,649.1,"Ser Lev",73.4,"2",734
"1438","25-Ita7LevSer-B7","B7","Lev","Ser","Ita","4",9,6491,10,649.1,"Ser Lev",191.233333333333,"4",1721.1
"1439","25-Ita7LevSer-B7","B7","Lev","Ser","Ita","7",9,6491,10,649.1,"Ser Lev",127.455555555556,"7",1147.1
"1440","25-Ita7LevSer-B7","B7","Lev","Ser","Ita","9",8,6491,10,649.1,"Ser Lev",382.65,"9",3061.2
"1441","26-Can10BacSer-B10","B10","Bac","Ser","Can","11",8,4580,10,458,"Ser Bac",245.375,"11",1963
"1442","26-Can10BacSer-B10","B10","Bac","Ser","Can","14",8,4580,10,458,"Ser Bac",272.125,"14",2177
"1443","26-Can10BacSer-B10","B10","Bac","Ser","Can","16",8,4580,10,458,"Ser Bac",278.125,"16",2225
"1444","26-Can10BacSer-B10","B10","Bac","Ser","Can","18",8,4580,10,458,"Ser Bac",275.125,"18",2201
"1445","26-Can10BacSer-B10","B10","Bac","Ser","Can","2",9,4580,10,458,"Ser Bac",30.3333333333333,"2",273
"1446","26-Can10BacSer-B10","B10","Bac","Ser","Can","4",9,4580,10,458,"Ser Bac",107.333333333333,"4",966
"1447","26-Can10BacSer-B10","B10","Bac","Ser","Can","7",8,4580,10,458,"Ser Bac",109.75,"7",878
"1448","26-Can10BacSer-B10","B10","Bac","Ser","Can","9",8,4580,10,458,"Ser Bac",144.125,"9",1153
"1449","26-Can5ConSer-B5","B5","Con","Ser","Can","11",6,4256,10,425.6,"Ser Con",209.9,"11",1259.4
"1450","26-Can5ConSer-B5","B5","Con","Ser","Can","14",6,4256,10,425.6,"Ser Con",248.9,"14",1493.4
"1451","26-Can5ConSer-B5","B5","Con","Ser","Can","16",6,4256,10,425.6,"Ser Con",262.6,"16",1575.6
"1452","26-Can5ConSer-B5","B5","Con","Ser","Can","18",5,4256,10,425.6,"Ser Con",426.4,"18",2132
"1453","26-Can5ConSer-B5","B5","Con","Ser","Can","2",9,4256,10,425.6,"Ser Con",-20.4888888888889,"2",-184.4
"1454","26-Can5ConSer-B5","B5","Con","Ser","Can","4",7,4256,10,425.6,"Ser Con",-33.8857142857143,"4",-237.2
"1455","26-Can5ConSer-B5","B5","Con","Ser","Can","7",7,4256,10,425.6,"Ser Con",64.8285714285714,"7",453.8
"1456","26-Can5ConSer-B5","B5","Con","Ser","Can","9",7,4256,10,425.6,"Ser Con",141.685714285714,"9",991.8
"1457","26-Can7LevSer-B7","B7","Lev","Ser","Can","11",8,4803,10,480.3,"Ser Lev",207.075,"11",1656.6
"1458","26-Can7LevSer-B7","B7","Lev","Ser","Can","14",8,4803,10,480.3,"Ser Lev",331.45,"14",2651.6
"1459","26-Can7LevSer-B7","B7","Lev","Ser","Can","16",8,4803,10,480.3,"Ser Lev",292.95,"16",2343.6
"1460","26-Can7LevSer-B7","B7","Lev","Ser","Can","18",7,4803,10,480.3,"Ser Lev",347.985714285714,"18",2435.9
"1461","26-Can7LevSer-B7","B7","Lev","Ser","Can","2",9,4803,10,480.3,"Ser Lev",29.3666666666667,"2",264.3
"1462","26-Can7LevSer-B7","B7","Lev","Ser","Can","4",9,4803,10,480.3,"Ser Lev",97.5888888888889,"4",878.3
"1463","26-Can7LevSer-B7","B7","Lev","Ser","Can","7",9,4803,10,480.3,"Ser Lev",79.4777777777778,"7",715.3
"1464","26-Can7LevSer-B7","B7","Lev","Ser","Can","9",8,4803,10,480.3,"Ser Lev",149.45,"9",1195.6
"1465","26-Gre1BacNon-B1","B1","Bac","Non","Gre","11",10,6545,10,654.5,"Non Bac",579.4,"11",5794
"1466","26-Gre1BacNon-B1","B1","Bac","Non","Gre","14",10,6545,10,654.5,"Non Bac",767.8,"14",7678
"1467","26-Gre1BacNon-B1","B1","Bac","Non","Gre","16",10,6545,10,654.5,"Non Bac",770.277777777778,"16",7702.77777777778
"1468","26-Gre1BacNon-B1","B1","Bac","Non","Gre","18",10,6545,10,654.5,"Non Bac",779.125,"18",7791.25
"1469","26-Gre1BacNon-B1","B1","Bac","Non","Gre","2",10,6545,10,654.5,"Non Bac",144.6,"2",1446
"1470","26-Gre1BacNon-B1","B1","Bac","Non","Gre","4",10,6545,10,654.5,"Non Bac",235.4,"4",2354
"1471","26-Gre1BacNon-B1","B1","Bac","Non","Gre","7",10,6545,10,654.5,"Non Bac",409.9,"7",4099
"1472","26-Gre1BacNon-B1","B1","Bac","Non","Gre","9",10,6545,10,654.5,"Non Bac",492,"9",4920
"1473","26-Gre2BacNon-B2","B2","Bac","Non","Gre","11",10,5945,10,594.5,"Non Bac",622.3,"11",6223
"1474","26-Gre2BacNon-B2","B2","Bac","Non","Gre","14",10,5945,10,594.5,"Non Bac",780.2,"14",7802
"1475","26-Gre2BacNon-B2","B2","Bac","Non","Gre","16",10,5945,10,594.5,"Non Bac",781.1,"16",7811
"1476","26-Gre2BacNon-B2","B2","Bac","Non","Gre","18",10,5945,10,594.5,"Non Bac",773.8,"18",7738
"1477","26-Gre2BacNon-B2","B2","Bac","Non","Gre","2",10,5945,10,594.5,"Non Bac",202.2,"2",2022
"1478","26-Gre2BacNon-B2","B2","Bac","Non","Gre","4",10,5945,10,594.5,"Non Bac",325.1,"4",3251
"1479","26-Gre2BacNon-B2","B2","Bac","Non","Gre","7",10,5945,10,594.5,"Non Bac",347.2,"7",3472
"1480","26-Gre2BacNon-B2","B2","Bac","Non","Gre","9",10,5945,10,594.5,"Non Bac",425.8,"9",4258
"1481","26-Gre3BacSte-B3","B3","Bac","Ste","Gre","11",10,6039,10,603.9,"Ste Bac",458.9,"11",4589
"1482","26-Gre3BacSte-B3","B3","Bac","Ste","Gre","14",10,6039,10,603.9,"Ste Bac",673.8,"14",6738
"1483","26-Gre3BacSte-B3","B3","Bac","Ste","Gre","16",10,6039,10,603.9,"Ste Bac",680.3,"16",6803
"1484","26-Gre3BacSte-B3","B3","Bac","Ste","Gre","18",9,6039,10,603.9,"Ste Bac",790.988888888889,"18",7118.9
"1485","26-Gre3BacSte-B3","B3","Bac","Ste","Gre","2",10,6039,10,603.9,"Ste Bac",103.7,"2",1037
"1486","26-Gre3BacSte-B3","B3","Bac","Ste","Gre","4",10,6039,10,603.9,"Ste Bac",199.9,"4",1999
"1487","26-Gre3BacSte-B3","B3","Bac","Ste","Gre","7",10,6039,10,603.9,"Ste Bac",262.6,"7",2626
