"","Identity","Bloc","Trt","Wound","Strain","group","Time","Mort_Acc","Times"
"1836","15-Can8LevSte-B8","B8","Lev","Ste","Can","Can Ste",18,1,"18"
"1837","16-Can8BacNon-B8","B8","Bac","Non","Can","Can Non",0,0,"0"
"1838","16-Can8BacNon-B8","B8","Bac","Non","Can","Can Non",2,0,"2"
"1839","16-Can8BacNon-B8","B8","Bac","Non","Can","Can Non",4,0,"4"
"1840","16-Can8BacNon-B8","B8","Bac","Non","Can","Can Non",7,0,"7"
"1841","16-Can8BacNon-B8","B8","Bac","Non","Can","Can Non",9,0,"9"
"1842","16-Can8BacNon-B8","B8","Bac","Non","Can","Can Non",11,0,"11"
"1843","16-Can8BacNon-B8","B8","Bac","Non","Can","Can Non",14,0,"14"
"1844","16-Can8BacNon-B8","B8","Bac","Non","Can","Can Non",16,0,"16"
"1845","16-Can8BacNon-B8","B8","Bac","Non","Can","Can Non",18,0,"18"
"1846","17-Gre8BacNon-B8","B8","Bac","Non","Gre","Gre Non",0,0,"0"
"1847","17-Gre8BacNon-B8","B8","Bac","Non","Gre","Gre Non",2,1,"2"
"1848","17-Gre8BacNon-B8","B8","Bac","Non","Gre","Gre Non",4,1,"4"
"1849","17-Gre8BacNon-B8","B8","Bac","Non","Gre","Gre Non",7,1,"7"
"1850","17-Gre8BacNon-B8","B8","Bac","Non","Gre","Gre Non",9,1,"9"
"1851","17-Gre8BacNon-B8","B8","Bac","Non","Gre","Gre Non",11,1,"11"
"1852","17-Gre8BacNon-B8","B8","Bac","Non","Gre","Gre Non",14,1,"14"
"1853","17-Gre8BacNon-B8","B8","Bac","Non","Gre","Gre Non",16,1,"16"
"1854","17-Gre8BacNon-B8","B8","Bac","Non","Gre","Gre Non",18,1,"18"
"1855","18-Ita8BacNon-B8","B8","Bac","Non","Ita","Ita Non",0,0,"0"
"1856","18-Ita8BacNon-B8","B8","Bac","Non","Ita","Ita Non",2,0,"2"
"1857","18-Ita8BacNon-B8","B8","Bac","Non","Ita","Ita Non",4,0,"4"
"1858","18-Ita8BacNon-B8","B8","Bac","Non","Ita","Ita Non",7,0,"7"
"1859","18-Ita8BacNon-B8","B8","Bac","Non","Ita","Ita Non",9,0,"9"
"1860","18-Ita8BacNon-B8","B8","Bac","Non","Ita","Ita Non",11,0,"11"
"1861","18-Ita8BacNon-B8","B8","Bac","Non","Ita","Ita Non",14,0,"14"
"1862","18-Ita8BacNon-B8","B8","Bac","Non","Ita","Ita Non",16,0,"16"
"1863","18-Ita8BacNon-B8","B8","Bac","Non","Ita","Ita Non",18,0,"18"
"1864","19-Ita8LevSer-B8","B8","Lev","Ser","Ita","Ita Ser",0,0,"0"
"1865","19-Ita8LevSer-B8","B8","Lev","Ser","Ita","Ita Ser",2,0,"2"
"1866","19-Ita8LevSer-B8","B8","Lev","Ser","Ita","Ita Ser",4,1,"4"
"1867","19-Ita8LevSer-B8","B8","Lev","Ser","Ita","Ita Ser",7,1,"7"
"1868","19-Ita8LevSer-B8","B8","Lev","Ser","Ita","Ita Ser",9,1,"9"
"1869","19-Ita8LevSer-B8","B8","Lev","Ser","Ita","Ita Ser",11,1,"11"
"1870","19-Ita8LevSer-B8","B8","Lev","Ser","Ita","Ita Ser",14,1,"14"
"1871","19-Ita8LevSer-B8","B8","Lev","Ser","Ita","Ita Ser",16,2,"16"
"1872","19-Ita8LevSer-B8","B8","Lev","Ser","Ita","Ita Ser",18,2,"18"
"1873","20-Can8LevSer-B8","B8","Lev","Ser","Can","Can Ser",0,0,"0"
"1874","20-Can8LevSer-B8","B8","Lev","Ser","Can","Can Ser",2,0,"2"
"1875","20-Can8LevSer-B8","B8","Lev","Ser","Can","Can Ser",4,1,"4"
"1876","20-Can8LevSer-B8","B8","Lev","Ser","Can","Can Ser",7,1,"7"
"1877","20-Can8LevSer-B8","B8","Lev","Ser","Can","Can Ser",9,1,"9"
"1878","20-Can8LevSer-B8","B8","Lev","Ser","Can","Can Ser",11,1,"11"
"1879","20-Can8LevSer-B8","B8","Lev","Ser","Can","Can Ser",14,1,"14"
"1880","20-Can8LevSer-B8","B8","Lev","Ser","Can","Can Ser",16,1,"16"
"1881","20-Can8LevSer-B8","B8","Lev","Ser","Can","Can Ser",18,1,"18"
"1882","21-Gre8LevSer-B8","B8","Lev","Ser","Gre","Gre Ser",0,0,"0"
"1883","21-Gre8LevSer-B8","B8","Lev","Ser","Gre","Gre Ser",2,0,"2"
"1884","21-Gre8LevSer-B8","B8","Lev","Ser","Gre","Gre Ser",4,0,"4"
"1885","21-Gre8LevSer-B8","B8","Lev","Ser","Gre","Gre Ser",7,0,"7"
"1886","21-Gre8LevSer-B8","B8","Lev","Ser","Gre","Gre Ser",9,0,"9"
"1887","21-Gre8LevSer-B8","B8","Lev","Ser","Gre","Gre Ser",11,0,"11"
"1888","21-Gre8LevSer-B8","B8","Lev","Ser","Gre","Gre Ser",14,1,"14"
"1889","21-Gre8LevSer-B8","B8","Lev","Ser","Gre","Gre Ser",16,1,"16"
"1890","21-Gre8LevSer-B8","B8","Lev","Ser","Gre","Gre Ser",18,1,"18"
"1891","22-Ita8ConSte-B8","B8","Con","Ste","Ita","Ita Ste",0,0,"0"
"1892","22-Ita8ConSte-B8","B8","Con","Ste","Ita","Ita Ste",2,0,"2"
"1893","22-Ita8ConSte-B8","B8","Con","Ste","Ita","Ita Ste",4,0,"4"
"1894","22-Ita8ConSte-B8","B8","Con","Ste","Ita","Ita Ste",7,0,"7"
"1895","22-Ita8ConSte-B8","B8","Con","Ste","Ita","Ita Ste",9,0,"9"
"1896","22-Ita8ConSte-B8","B8","Con","Ste","Ita","Ita Ste",11,0,"11"
"1897","22-Ita8ConSte-B8","B8","Con","Ste","Ita","Ita Ste",14,0,"14"
"1898","22-Ita8ConSte-B8","B8","Con","Ste","Ita","Ita Ste",16,0,"16"
"1899","22-Ita8ConSte-B8","B8","Con","Ste","Ita","Ita Ste",18,0,"18"
"1900","23-Can8ConSte-B8","B8","Con","Ste","Can","Can Ste",0,0,"0"
"1901","23-Can8ConSte-B8","B8","Con","Ste","Can","Can Ste",2,0,"2"
"1902","23-Can8ConSte-B8","B8","Con","Ste","Can","Can Ste",4,0,"4"
"1903","23-Can8ConSte-B8","B8","Con","Ste","Can","Can Ste",7,0,"7"
"1904","23-Can8ConSte-B8","B8","Con","Ste","Can","Can Ste",9,1,"9"
"1905","23-Can8ConSte-B8","B8","Con","Ste","Can","Can Ste",11,1,"11"
"1906","23-Can8ConSte-B8","B8","Con","Ste","Can","Can Ste",14,1,"14"
"1907","23-Can8ConSte-B8","B8","Con","Ste","Can","Can Ste",16,1,"16"
"1908","23-Can8ConSte-B8","B8","Con","Ste","Can","Can Ste",18,1,"18"
"1909","24-Gre8ConSte-B8","B8","Con","Ste","Gre","Gre Ste",0,0,"0"
"1910","24-Gre8ConSte-B8","B8","Con","Ste","Gre","Gre Ste",2,1,"2"
"1911","24-Gre8ConSte-B8","B8","Con","Ste","Gre","Gre Ste",4,1,"4"
"1912","24-Gre8ConSte-B8","B8","Con","Ste","Gre","Gre Ste",7,1,"7"
"1913","24-Gre8ConSte-B8","B8","Con","Ste","Gre","Gre Ste",9,1,"9"
"1914","24-Gre8ConSte-B8","B8","Con","Ste","Gre","Gre Ste",11,1,"11"
"1915","24-Gre8ConSte-B8","B8","Con","Ste","Gre","Gre Ste",14,1,"14"
"1916","24-Gre8ConSte-B8","B8","Con","Ste","Gre","Gre Ste",16,1,"16"
"1917","24-Gre8ConSte-B8","B8","Con","Ste","Gre","Gre Ste",18,1,"18"
"1918","25-Gre8LevNon-B8","B8","Lev","Non","Gre","Gre Non",0,0,"0"
"1919","25-Gre8LevNon-B8","B8","Lev","Non","Gre","Gre Non",2,0,"2"
"1920","25-Gre8LevNon-B8","B8","Lev","Non","Gre","Gre Non",4,0,"4"
"1921","25-Gre8LevNon-B8","B8","Lev","Non","Gre","Gre Non",7,0,"7"
"1922","25-Gre8LevNon-B8","B8","Lev","Non","Gre","Gre Non",9,0,"9"
"1923","25-Gre8LevNon-B8","B8","Lev","Non","Gre","Gre Non",11,0,"11"
"1924","25-Gre8LevNon-B8","B8","Lev","Non","Gre","Gre Non",14,0,"14"
"1925","25-Gre8LevNon-B8","B8","Lev","Non","Gre","Gre Non",16,0,"16"
"1926","25-Gre8LevNon-B8","B8","Lev","Non","Gre","Gre Non",18,0,"18"
"1927","26-Ita8LevNon-B8","B8","Lev","Non","Ita","Ita Non",0,0,"0"
"1928","26-Ita8LevNon-B8","B8","Lev","Non","Ita","Ita Non",2,0,"2"
"1929","26-Ita8LevNon-B8","B8","Lev","Non","Ita","Ita Non",4,0,"4"
"1930","26-Ita8LevNon-B8","B8","Lev","Non","Ita","Ita Non",7,0,"7"
"1931","26-Ita8LevNon-B8","B8","Lev","Non","Ita","Ita Non",9,0,"9"
"1932","26-Ita8LevNon-B8","B8","Lev","Non","Ita","Ita Non",11,0,"11"
"1933","26-Ita8LevNon-B8","B8","Lev","Non","Ita","Ita Non",14,0,"14"
"1934","26-Ita8LevNon-B8","B8","Lev","Non","Ita","Ita Non",16,0,"16"
"1935","26-Ita8LevNon-B8","B8","Lev","Non","Ita","Ita Non",18,0,"18"
"1936","27-Can8LevNon-B8","B8","Lev","Non","Can","Can Non",0,0,"0"
"1937","27-Can8LevNon-B8","B8","Lev","Non","Can","Can Non",2,0,"2"
"1938","27-Can8LevNon-B8","B8","Lev","Non","Can","Can Non",4,0,"4"
"1939","27-Can8LevNon-B8","B8","Lev","Non","Can","Can Non",7,0,"7"
"1940","27-Can8LevNon-B8","B8","Lev","Non","Can","Can Non",9,0,"9"
"1941","27-Can8LevNon-B8","B8","Lev","Non","Can","Can Non",11,0,"11"
"1942","27-Can8LevNon-B8","B8","Lev","Non","Can","Can Non",14,0,"14"
"1943","27-Can8LevNon-B8","B8","Lev","Non","Can","Can Non",16,0,"16"
"1944","27-Can8LevNon-B8","B8","Lev","Non","Can","Can Non",18,0,"18"
"1945","1-Gre9ConSer-B9","B9","Con","Ser","Gre","Gre Ser",0,0,"0"
"1946","1-Gre9ConSer-B9","B9","Con","Ser","Gre","Gre Ser",2,0,"2"
"1947","1-Gre9ConSer-B9","B9","Con","Ser","Gre","Gre Ser",4,0,"4"
"1948","1-Gre9ConSer-B9","B9","Con","Ser","Gre","Gre Ser",7,0,"7"
"1949","1-Gre9ConSer-B9","B9","Con","Ser","Gre","Gre Ser",9,1,"9"
"1950","1-Gre9ConSer-B9","B9","Con","Ser","Gre","Gre Ser",11,1,"11"
"1951","1-Gre9ConSer-B9","B9","Con","Ser","Gre","Gre Ser",14,1,"14"
"1952","1-Gre9ConSer-B9","B9","Con","Ser","Gre","Gre Ser",16,2,"16"
"1953","1-Gre9ConSer-B9","B9","Con","Ser","Gre","Gre Ser",18,1,"18"
"1954","2-Ita9ConSer-B9","B9","Con","Ser","Ita","Ita Ser",0,0,"0"
"1955","2-Ita9ConSer-B9","B9","Con","Ser","Ita","Ita Ser",2,0,"2"
"1956","2-Ita9ConSer-B9","B9","Con","Ser","Ita","Ita Ser",4,0,"4"
"1957","2-Ita9ConSer-B9","B9","Con","Ser","Ita","Ita Ser",7,0,"7"
"1958","2-Ita9ConSer-B9","B9","Con","Ser","Ita","Ita Ser",9,0,"9"
"1959","2-Ita9ConSer-B9","B9","Con","Ser","Ita","Ita Ser",11,0,"11"
"1960","2-Ita9ConSer-B9","B9","Con","Ser","Ita","Ita Ser",14,1,"14"
"1961","2-Ita9ConSer-B9","B9","Con","Ser","Ita","Ita Ser",16,1,"16"
"1962","2-Ita9ConSer-B9","B9","Con","Ser","Ita","Ita Ser",18,1,"18"
"1963","3-Can9ConSer-B9","B9","Con","Ser","Can","Can Ser",0,0,"0"
"1964","3-Can9ConSer-B9","B9","Con","Ser","Can","Can Ser",2,0,"2"
"1965","3-Can9ConSer-B9","B9","Con","Ser","Can","Can Ser",4,0,"4"
"1966","3-Can9ConSer-B9","B9","Con","Ser","Can","Can Ser",7,0,"7"
"1967","3-Can9ConSer-B9","B9","Con","Ser","Can","Can Ser",9,0,"9"
"1968","3-Can9ConSer-B9","B9","Con","Ser","Can","Can Ser",11,0,"11"
"1969","3-Can9ConSer-B9","B9","Con","Ser","Can","Can Ser",14,1,"14"
"1970","3-Can9ConSer-B9","B9","Con","Ser","Can","Can Ser",16,1,"16"
"1971","3-Can9ConSer-B9","B9","Con","Ser","Can","Can Ser",18,1,"18"
"1972","4-Gre9LevSer-B9","B9","Lev","Ser","Gre","Gre Ser",0,0,"0"
"1973","4-Gre9LevSer-B9","B9","Lev","Ser","Gre","Gre Ser",2,0,"2"
"1974","4-Gre9LevSer-B9","B9","Lev","Ser","Gre","Gre Ser",4,1,"4"
"1975","4-Gre9LevSer-B9","B9","Lev","Ser","Gre","Gre Ser",7,1,"7"
"1976","4-Gre9LevSer-B9","B9","Lev","Ser","Gre","Gre Ser",9,1,"9"
"1977","4-Gre9LevSer-B9","B9","Lev","Ser","Gre","Gre Ser",11,1,"11"
"1978","4-Gre9LevSer-B9","B9","Lev","Ser","Gre","Gre Ser",14,1,"14"
"1979","4-Gre9LevSer-B9","B9","Lev","Ser","Gre","Gre Ser",16,1,"16"
"1980","4-Gre9LevSer-B9","B9","Lev","Ser","Gre","Gre Ser",18,1,"18"
"1981","5-Can9LevSer-B9","B9","Lev","Ser","Can","Can Ser",0,0,"0"
"1982","5-Can9LevSer-B9","B9","Lev","Ser","Can","Can Ser",2,0,"2"
"1983","5-Can9LevSer-B9","B9","Lev","Ser","Can","Can Ser",4,0,"4"
"1984","5-Can9LevSer-B9","B9","Lev","Ser","Can","Can Ser",7,0,"7"
"1985","5-Can9LevSer-B9","B9","Lev","Ser","Can","Can Ser",9,0,"9"
"1986","5-Can9LevSer-B9","B9","Lev","Ser","Can","Can Ser",11,1,"11"
"1987","5-Can9LevSer-B9","B9","Lev","Ser","Can","Can Ser",14,1,"14"
"1988","5-Can9LevSer-B9","B9","Lev","Ser","Can","Can Ser",16,1,"16"
"1989","5-Can9LevSer-B9","B9","Lev","Ser","Can","Can Ser",18,1,"18"
"1990","6-Ita9LevSer-B9","B9","Lev","Ser","Ita","Ita Ser",0,0,"0"
"1991","6-Ita9LevSer-B9","B9","Lev","Ser","Ita","Ita Ser",2,0,"2"
"1992","6-Ita9LevSer-B9","B9","Lev","Ser","Ita","Ita Ser",4,0,"4"
"1993","6-Ita9LevSer-B9","B9","Lev","Ser","Ita","Ita Ser",7,0,"7"
"1994","6-Ita9LevSer-B9","B9","Lev","Ser","Ita","Ita Ser",9,0,"9"
"1995","6-Ita9LevSer-B9","B9","Lev","Ser","Ita","Ita Ser",11,0,"11"
"1996","6-Ita9LevSer-B9","B9","Lev","Ser","Ita","Ita Ser",14,0,"14"
"1997","6-Ita9LevSer-B9","B9","Lev","Ser","Ita","Ita Ser",16,0,"16"
"1998","6-Ita9LevSer-B9","B9","Lev","Ser","Ita","Ita Ser",18,1,"18"
"1999","7-Ita9BacSte-B9","B9","Bac","Ste","Ita","Ita Ste",0,0,"0"
"2000","7-Ita9BacSte-B9","B9","Bac","Ste","Ita","Ita Ste",2,0,"2"
"2001","7-Ita9BacSte-B9","B9","Bac","Ste","Ita","Ita Ste",4,0,"4"
"2002","7-Ita9BacSte-B9","B9","Bac","Ste","Ita","Ita Ste",7,0,"7"
"2003","7-Ita9BacSte-B9","B9","Bac","Ste","Ita","Ita Ste",9,0,"9"
"2004","7-Ita9BacSte-B9","B9","Bac","Ste","Ita","Ita Ste",11,0,"11"
"2005","7-Ita9BacSte-B9","B9","Bac","Ste","Ita","Ita Ste",14,0,"14"
"2006","7-Ita9BacSte-B9","B9","Bac","Ste","Ita","Ita Ste",16,0,"16"
"2007","7-Ita9BacSte-B9","B9","Bac","Ste","Ita","Ita Ste",18,0,"18"
"2008","8-Gre9BacSte-B9","B9","Bac","Ste","Gre","Gre Ste",0,0,"0"
"2009","8-Gre9BacSte-B9","B9","Bac","Ste","Gre","Gre Ste",2,0,"2"
"2010","8-Gre9BacSte-B9","B9","Bac","Ste","Gre","Gre Ste",4,1,"4"
"2011","8-Gre9BacSte-B9","B9","Bac","Ste","Gre","Gre Ste",7,2,"7"
"2012","8-Gre9BacSte-B9","B9","Bac","Ste","Gre","Gre Ste",9,3,"9"
"2013","8-Gre9BacSte-B9","B9","Bac","Ste","Gre","Gre Ste",11,2,"11"
"2014","8-Gre9BacSte-B9","B9","Bac","Ste","Gre","Gre Ste",14,2,"14"
"2015","8-Gre9BacSte-B9","B9","Bac","Ste","Gre","Gre Ste",16,2,"16"
"2016","8-Gre9BacSte-B9","B9","Bac","Ste","Gre","Gre Ste",18,2,"18"
"2017","9-Can9BacSte-B9","B9","Bac","Ste","Can","Can Ste",0,0,"0"
"2018","9-Can9BacSte-B9","B9","Bac","Ste","Can","Can Ste",2,0,"2"
"2019","9-Can9BacSte-B9","B9","Bac","Ste","Can","Can Ste",4,0,"4"
"2020","9-Can9BacSte-B9","B9","Bac","Ste","Can","Can Ste",7,0,"7"
"2021","9-Can9BacSte-B9","B9","Bac","Ste","Can","Can Ste",9,0,"9"
"2022","9-Can9BacSte-B9","B9","Bac","Ste","Can","Can Ste",11,0,"11"
"2023","9-Can9BacSte-B9","B9","Bac","Ste","Can","Can Ste",14,0,"14"
"2024","9-Can9BacSte-B9","B9","Bac","Ste","Can","Can Ste",16,0,"16"
"2025","9-Can9BacSte-B9","B9","Bac","Ste","Can","Can Ste",18,0,"18"
"2026","10-Ita9BacNon-B9","B9","Bac","Non","Ita","Ita Non",0,0,"0"
"2027","10-Ita9BacNon-B9","B9","Bac","Non","Ita","Ita Non",2,0,"2"
"2028","10-Ita9BacNon-B9","B9","Bac","Non","Ita","Ita Non",4,0,"4"
"2029","10-Ita9BacNon-B9","B9","Bac","Non","Ita","Ita Non",7,0,"7"
"2030","10-Ita9BacNon-B9","B9","Bac","Non","Ita","Ita Non",9,0,"9"
"2031","10-Ita9BacNon-B9","B9","Bac","Non","Ita","Ita Non",11,0,"11"
"2032","10-Ita9BacNon-B9","B9","Bac","Non","Ita","Ita Non",14,0,"14"
"2033","10-Ita9BacNon-B9","B9","Bac","Non","Ita","Ita Non",16,0,"16"
"2034","10-Ita9BacNon-B9","B9","Bac","Non","Ita","Ita Non",18,0,"18"
"2035","11-Gre9BacNon-B9","B9","Bac","Non","Gre","Gre Non",0,0,"0"
"2036","11-Gre9BacNon-B9","B9","Bac","Non","Gre","Gre Non",2,0,"2"
"2037","11-Gre9BacNon-B9","B9","Bac","Non","Gre","Gre Non",4,0,"4"
"2038","11-Gre9BacNon-B9","B9","Bac","Non","Gre","Gre Non",7,0,"7"
"2039","11-Gre9BacNon-B9","B9","Bac","Non","Gre","Gre Non",9,0,"9"
"2040","11-Gre9BacNon-B9","B9","Bac","Non","Gre","Gre Non",11,0,"11"
"2041","11-Gre9BacNon-B9","B9","Bac","Non","Gre","Gre Non",14,0,"14"
"2042","11-Gre9BacNon-B9","B9","Bac","Non","Gre","Gre Non",16,0,"16"
"2043","11-Gre9BacNon-B9","B9","Bac","Non","Gre","Gre Non",18,0,"18"
"2044","12-Can9BacNon-B9","B9","Bac","Non","Can","Can Non",0,0,"0"
"2045","12-Can9BacNon-B9","B9","Bac","Non","Can","Can Non",2,0,"2"
"2046","12-Can9BacNon-B9","B9","Bac","Non","Can","Can Non",4,0,"4"
"2047","12-Can9BacNon-B9","B9","Bac","Non","Can","Can Non",7,0,"7"
"2048","12-Can9BacNon-B9","B9","Bac","Non","Can","Can Non",9,0,"9"
"2049","12-Can9BacNon-B9","B9","Bac","Non","Can","Can Non",11,0,"11"
"2050","12-Can9BacNon-B9","B9","Bac","Non","Can","Can Non",14,0,"14"
"2051","12-Can9BacNon-B9","B9","Bac","Non","Can","Can Non",16,0,"16"
"2052","12-Can9BacNon-B9","B9","Bac","Non","Can","Can Non",18,0,"18"
"2053","13-Ita9ConSte-B9","B9","Con","Ste","Ita","Ita Ste",0,0,"0"
"2054","13-Ita9ConSte-B9","B9","Con","Ste","Ita","Ita Ste",2,1,"2"
"2055","13-Ita9ConSte-B9","B9","Con","Ste","Ita","Ita Ste",4,1,"4"
"2056","13-Ita9ConSte-B9","B9","Con","Ste","Ita","Ita Ste",7,1,"7"
"2057","13-Ita9ConSte-B9","B9","Con","Ste","Ita","Ita Ste",9,2,"9"
"2058","13-Ita9ConSte-B9","B9","Con","Ste","Ita","Ita Ste",11,2,"11"
"2059","13-Ita9ConSte-B9","B9","Con","Ste","Ita","Ita Ste",14,2,"14"
"2060","13-Ita9ConSte-B9","B9","Con","Ste","Ita","Ita Ste",16,2,"16"
"2061","13-Ita9ConSte-B9","B9","Con","Ste","Ita","Ita Ste",18,2,"18"
"2062","14-Gre9ConSte-B9","B9","Con","Ste","Gre","Gre Ste",0,0,"0"
"2063","14-Gre9ConSte-B9","B9","Con","Ste","Gre","Gre Ste",2,0,"2"
"2064","14-Gre9ConSte-B9","B9","Con","Ste","Gre","Gre Ste",4,0,"4"
"2065","14-Gre9ConSte-B9","B9","Con","Ste","Gre","Gre Ste",7,0,"7"
"2066","14-Gre9ConSte-B9","B9","Con","Ste","Gre","Gre Ste",9,0,"9"
"2067","14-Gre9ConSte-B9","B9","Con","Ste","Gre","Gre Ste",11,0,"11"
"2068","14-Gre9ConSte-B9","B9","Con","Ste","Gre","Gre Ste",14,0,"14"
"2069","14-Gre9ConSte-B9","B9","Con","Ste","Gre","Gre Ste",16,1,"16"
"2070","14-Gre9ConSte-B9","B9","Con","Ste","Gre","Gre Ste",18,1,"18"
"2071","15-Can9ConSte-B9","B9","Con","Ste","Can","Can Ste",0,0,"0"
"2072","15-Can9ConSte-B9","B9","Con","Ste","Can","Can Ste",2,0,"2"
"2073","15-Can9ConSte-B9","B9","Con","Ste","Can","Can Ste",4,0,"4"
"2074","15-Can9ConSte-B9","B9","Con","Ste","Can","Can Ste",7,0,"7"
"2075","15-Can9ConSte-B9","B9","Con","Ste","Can","Can Ste",9,1,"9"
"2076","15-Can9ConSte-B9","B9","Con","Ste","Can","Can Ste",11,1,"11"
"2077","15-Can9ConSte-B9","B9","Con","Ste","Can","Can Ste",14,1,"14"
"2078","15-Can9ConSte-B9","B9","Con","Ste","Can","Can Ste",16,1,"16"
"2079","15-Can9ConSte-B9","B9","Con","Ste","Can","Can Ste",18,2,"18"
"2080","16-Can9LevNon-B9","B9","Lev","Non","Can","Can Non",0,0,"0"
"2081","16-Can9LevNon-B9","B9","Lev","Non","Can","Can Non",2,0,"2"
"2082","16-Can9LevNon-B9","B9","Lev","Non","Can","Can Non",4,0,"4"
"2083","16-Can9LevNon-B9","B9","Lev","Non","Can","Can Non",7,0,"7"
"2084","16-Can9LevNon-B9","B9","Lev","Non","Can","Can Non",9,0,"9"
"2085","16-Can9LevNon-B9","B9","Lev","Non","Can","Can Non",11,0,"11"
"2086","16-Can9LevNon-B9","B9","Lev","Non","Can","Can Non",14,0,"14"
"2087","16-Can9LevNon-B9","B9","Lev","Non","Can","Can Non",16,0,"16"
"2088","16-Can9LevNon-B9","B9","Lev","Non","Can","Can Non",18,0,"18"
"2089","17-Gre9LevNon-B9","B9","Lev","Non","Gre","Gre Non",0,0,"0"
"2090","17-Gre9LevNon-B9","B9","Lev","Non","Gre","Gre Non",2,0,"2"
"2091","17-Gre9LevNon-B9","B9","Lev","Non","Gre","Gre Non",4,0,"4"
"2092","17-Gre9LevNon-B9","B9","Lev","Non","Gre","Gre Non",7,0,"7"
"2093","17-Gre9LevNon-B9","B9","Lev","Non","Gre","Gre Non",9,0,"9"
"2094","17-Gre9LevNon-B9","B9","Lev","Non","Gre","Gre Non",11,0,"11"
"2095","17-Gre9LevNon-B9","B9","Lev","Non","Gre","Gre Non",14,0,"14"
"2096","17-Gre9LevNon-B9","B9","Lev","Non","Gre","Gre Non",16,0,"16"
"2097","17-Gre9LevNon-B9","B9","Lev","Non","Gre","Gre Non",18,0,"18"
"2098","18-Ita9LevNon-B9","B9","Lev","Non","Ita","Ita Non",0,0,"0"
"2099","18-Ita9LevNon-B9","B9","Lev","Non","Ita","Ita Non",2,0,"2"
"2100","18-Ita9LevNon-B9","B9","Lev","Non","Ita","Ita Non",4,0,"4"
"2101","18-Ita9LevNon-B9","B9","Lev","Non","Ita","Ita Non",7,0,"7"
"2102","18-Ita9LevNon-B9","B9","Lev","Non","Ita","Ita Non",9,0,"9"
"2103","18-Ita9LevNon-B9","B9","Lev","Non","Ita","Ita Non",11,0,"11"
"2104","18-Ita9LevNon-B9","B9","Lev","Non","Ita","Ita Non",14,0,"14"
"2105","18-Ita9LevNon-B9","B9","Lev","Non","Ita","Ita Non",16,0,"16"
"2106","18-Ita9LevNon-B9","B9","Lev","Non","Ita","Ita Non",18,0,"18"
"2107","19-Gre9BacSer-B9","B9","Bac","Ser","Gre","Gre Ser",0,0,"0"
"2108","19-Gre9BacSer-B9","B9","Bac","Ser","Gre","Gre Ser",2,0,"2"
"2109","19-Gre9BacSer-B9","B9","Bac","Ser","Gre","Gre Ser",4,0,"4"
"2110","19-Gre9BacSer-B9","B9","Bac","Ser","Gre","Gre Ser",7,0,"7"
"2111","19-Gre9BacSer-B9","B9","Bac","Ser","Gre","Gre Ser",9,0,"9"
"2112","19-Gre9BacSer-B9","B9","Bac","Ser","Gre","Gre Ser",11,0,"11"
"2113","19-Gre9BacSer-B9","B9","Bac","Ser","Gre","Gre Ser",14,0,"14"
"2114","19-Gre9BacSer-B9","B9","Bac","Ser","Gre","Gre Ser",16,1,"16"
"2115","19-Gre9BacSer-B9","B9","Bac","Ser","Gre","Gre Ser",18,1,"18"
"2116","20-Ita9BacSer-B9","B9","Bac","Ser","Ita","Ita Ser",0,0,"0"
"2117","20-Ita9BacSer-B9","B9","Bac","Ser","Ita","Ita Ser",2,0,"2"
"2118","20-Ita9BacSer-B9","B9","Bac","Ser","Ita","Ita Ser",4,1,"4"
"2119","20-Ita9BacSer-B9","B9","Bac","Ser","Ita","Ita Ser",7,1,"7"
"2120","20-Ita9BacSer-B9","B9","Bac","Ser","Ita","Ita Ser",9,1,"9"
"2121","20-Ita9BacSer-B9","B9","Bac","Ser","Ita","Ita Ser",11,1,"11"
"2122","20-Ita9BacSer-B9","B9","Bac","Ser","Ita","Ita Ser",14,1,"14"
"2123","20-Ita9BacSer-B9","B9","Bac","Ser","Ita","Ita Ser",16,1,"16"
"2124","20-Ita9BacSer-B9","B9","Bac","Ser","Ita","Ita Ser",18,1,"18"
"2125","21-Can9BacSer-B9","B9","Bac","Ser","Can","Can Ser",0,0,"0"
"2126","21-Can9BacSer-B9","B9","Bac","Ser","Can","Can Ser",2,0,"2"
"2127","21-Can9BacSer-B9","B9","Bac","Ser","Can","Can Ser",4,0,"4"
"2128","21-Can9BacSer-B9","B9","Bac","Ser","Can","Can Ser",7,1,"7"
"2129","21-Can9BacSer-B9","B9","Bac","Ser","Can","Can Ser",9,1,"9"
"2130","21-Can9BacSer-B9","B9","Bac","Ser","Can","Can Ser",11,1,"11"
"2131","21-Can9BacSer-B9","B9","Bac","Ser","Can","Can Ser",14,1,"14"
"2132","21-Can9BacSer-B9","B9","Bac","Ser","Can","Can Ser",16,1,"16"
"2133","21-Can9BacSer-B9","B9","Bac","Ser","Can","Can Ser",18,1,"18"
"2134","22-Can9LevSte-B9","B9","Lev","Ste","Can","Can Ste",0,0,"0"
"2135","22-Can9LevSte-B9","B9","Lev","Ste","Can","Can Ste",2,0,"2"
"2136","22-Can9LevSte-B9","B9","Lev","Ste","Can","Can Ste",4,0,"4"
"2137","22-Can9LevSte-B9","B9","Lev","Ste","Can","Can Ste",7,0,"7"
"2138","22-Can9LevSte-B9","B9","Lev","Ste","Can","Can Ste",9,0,"9"
